,CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
197,45.0,0.0,311.0,1666.0,0.0,4.0,0.0,0.0,6052.78027344
198,45.0,0.0,310.0,1659.0,0.0,3.0,0.0,0.0,6064.24023438
199,42.5,0.0,308.0,1665.0,0.0,4.0,0.0,0.0,6074.15039062
200,45.0,0.0,308.0,1661.0,0.0,4.0,0.0,0.0,6069.08984375
201,45.0,0.0,315.0,1669.0,0.0,3.0,0.0,0.0,6056.41015625
202,45.0,0.0,305.0,1666.0,0.0,3.0,0.0,0.0,6059.35009766
203,45.0,0.0,307.0,1666.0,0.0,3.0,0.0,0.0,6057.39990234
204,52.5,0.0,307.0,1666.0,0.0,3.0,0.0,0.0,6058.43994141
205,45.0,0.0,319.0,1669.0,0.0,3.0,0.0,0.0,6049.91992188
206,45.0,0.0,314.0,1666.0,0.0,3.0,2.5,0.0,6066.62011719
207,45.0,0.0,320.0,1669.0,0.0,4.0,0.0,0.0,6060.54003906
208,42.5,0.0,311.0,1665.0,0.0,4.0,2.5,0.0,6060.24023438
209,45.0,0.0,304.0,1664.0,0.0,4.0,0.0,1.0,6070.14990234
210,50.0,0.0,309.0,1664.0,0.0,3.0,0.0,0.0,6056.85009766
211,47.5,0.0,295.0,1662.0,0.0,3.0,0.0,0.0,6071.87988281
212,47.5,0.0,295.0,1662.0,0.0,3.0,0.0,0.0,6071.87988281
213,45.0,0.0,295.0,1662.0,0.0,4.0,0.0,0.0,6057.97998047
214,45.0,0.0,301.0,1666.0,0.0,4.0,0.0,0.0,6045.33984375
215,45.0,0.0,303.0,1663.0,0.0,3.0,0.0,0.0,6062.8203125
216,47.5,0.0,308.0,1668.0,0.0,3.0,0.0,0.0,6045.87988281
217,45.0,0.0,309.0,1668.0,0.0,3.0,0.0,0.0,6061.5703125
218,45.0,0.0,309.0,1664.0,0.0,3.0,0.0,0.0,6063.1796875
219,47.5,0.0,313.0,1664.0,0.0,4.0,0.0,0.0,6064.16992188
220,45.0,0.0,305.0,1666.0,0.0,4.0,0.0,0.0,6065.0
221,47.5,0.0,334.0,1663.0,0.0,3.0,0.0,0.0,6041.79003906
222,45.0,0.0,330.0,1665.0,0.0,4.0,0.0,0.0,6033.21972656
223,42.5,0.0,338.0,1662.0,0.0,3.0,0.0,0.0,6044.27978516
224,42.5,0.0,342.0,1658.0,0.0,3.0,0.0,0.0,6034.87011719
225,45.0,0.0,310.0,1664.0,0.0,3.0,0.0,0.0,6040.58984375
226,45.0,0.0,310.0,1663.0,0.0,3.0,0.0,0.0,6042.62988281
227,45.0,0.0,313.0,1663.0,0.0,3.0,0.0,0.0,6045.29003906
228,50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
229,50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
230,50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
231,45.0,0.0,338.0,1660.0,0.0,4.0,2.5,0.0,6034.45996094
232,45.0,0.0,324.0,1666.0,0.0,4.0,2.5,0.0,6033.71972656
233,45.0,0.0,306.0,1661.0,0.0,4.0,2.5,0.0,6030.5
234,42.5,0.0,308.0,1665.0,0.0,4.0,0.0,1.0,6040.09960938
235,45.0,0.0,307.0,1663.0,0.0,4.0,0.0,0.0,6028.49023438
236,52.5,0.0,341.0,1665.0,0.0,4.0,2.5,0.0,6038.36035156
237,45.0,0.0,332.0,1664.0,0.0,3.0,2.5,0.0,6033.72998047
238,45.0,0.0,310.0,1664.0,0.0,3.0,2.5,0.0,6021.62988281
239,45.0,0.0,295.0,1664.0,0.0,4.0,0.0,0.0,6030.3203125
240,45.0,0.0,300.0,1661.0,0.0,3.0,2.5,0.0,6035.38964844
241,45.0,0.0,302.0,1659.0,0.0,3.0,2.5,0.0,6033.28027344
242,45.0,0.0,301.0,1665.0,0.0,5.0,0.0,0.0,6034.68994141
243,45.0,0.0,307.0,1661.0,0.0,4.0,0.0,0.0,6034.83007812
244,45.0,0.0,310.0,1657.0,0.0,4.0,0.0,0.0,6030.04980469
245,45.0,0.0,311.0,1662.0,0.0,4.0,0.0,0.0,6028.54003906
246,45.0,0.0,302.0,1662.0,0.0,3.0,0.0,0.0,6034.96972656
247,45.0,0.0,306.0,1658.0,0.0,4.0,0.0,0.0,6029.53027344
248,45.0,0.0,306.0,1658.0,0.0,4.0,0.0,0.0,6029.53027344
249,45.0,0.0,305.0,1658.0,0.0,4.0,0.0,0.0,6028.36035156
250,45.0,0.0,310.0,1656.0,0.0,3.0,0.0,0.0,6024.78027344
251,45.0,0.0,316.0,1657.0,0.0,4.0,0.0,0.0,6030.25
252,45.0,0.0,297.0,1651.0,0.0,4.0,0.0,0.0,6031.31982422
253,45.0,0.0,302.0,1654.0,0.0,4.0,0.0,0.0,6027.37011719
254,45.0,0.0,301.0,1649.0,0.0,3.0,0.0,0.0,5999.16992188
255,45.0,0.0,308.0,1652.0,0.0,4.0,0.0,0.0,6019.09960938
256,45.0,0.0,339.0,1652.0,0.0,3.0,0.0,0.0,6015.96972656
257,45.0,0.0,310.0,1651.0,0.0,3.0,0.0,0.0,6016.29980469
258,45.0,0.0,304.0,1651.0,0.0,3.0,0.0,0.0,6018.12988281
259,45.0,0.0,305.0,1655.0,0.0,3.0,0.0,0.0,6004.27001953
260,45.0,0.0,302.0,1653.0,0.0,3.0,0.0,0.0,6026.16992188
261,45.0,0.0,308.0,1648.0,0.0,3.0,0.0,0.0,6019.5
262,45.0,0.0,336.0,1648.0,0.0,3.0,0.0,0.0,6006.50976562
263,45.0,0.0,309.0,1654.0,0.0,3.0,0.0,0.0,6001.46972656
264,42.5,0.0,304.0,1651.0,0.0,4.0,0.0,0.0,5985.91992188
265,42.5,0.0,304.0,1651.0,0.0,4.0,0.0,0.0,5985.91992188
266,42.5,0.0,304.0,1651.0,0.0,4.0,0.0,0.0,5985.91992188
267,42.5,0.0,308.0,1644.0,0.0,4.0,0.0,0.0,5994.49023438
268,45.0,0.0,307.0,1640.0,0.0,4.0,0.0,0.0,5990.29980469
269,45.0,0.0,310.0,1643.0,0.0,4.0,0.0,0.0,5976.6796875
270,42.5,0.0,316.0,1642.0,0.0,3.0,2.5,0.0,5989.87988281
271,42.5,0.0,307.0,1641.0,0.0,3.0,0.0,0.0,5997.14990234
272,45.0,0.0,302.0,1641.0,0.0,3.0,0.0,0.0,5991.91015625
273,45.0,0.0,304.0,1641.0,0.0,3.0,0.0,0.0,6000.12011719
274,45.0,0.0,305.0,1642.0,0.0,4.0,0.0,0.0,5988.87988281
275,45.0,0.0,309.0,1635.0,0.0,3.0,0.0,0.0,5990.56005859
276,45.0,0.0,307.0,1644.0,0.0,3.0,0.0,0.0,6004.96972656
277,42.5,0.0,296.0,1642.0,0.0,3.0,0.0,0.0,5977.89013672
278,45.0,0.0,333.0,1653.0,0.0,3.0,0.0,0.0,6011.10009766
279,42.5,0.0,341.0,1650.0,0.0,3.0,0.0,0.0,6015.08984375
280,42.5,0.0,427.0,1650.0,0.0,4.0,0.0,1.0,6150.44042969
281,45.0,0.0,411.0,1659.0,0.0,4.0,0.0,0.0,6097.95019531
282,45.0,0.0,411.0,1659.0,0.0,4.0,0.0,0.0,6097.95019531
283,45.0,0.0,411.0,1659.0,0.0,4.0,0.0,0.0,6097.95019531
284,45.0,0.0,327.0,1657.0,0.0,3.0,0.0,0.0,6011.50976562
285,45.0,0.0,306.0,1656.0,0.0,3.0,0.0,0.0,5981.62011719
286,42.5,0.0,341.0,1659.0,0.0,3.0,0.0,0.0,6000.87988281
287,45.0,0.0,346.0,1659.0,0.0,3.0,0.0,0.0,6004.83007812
288,45.0,0.0,346.0,1657.0,0.0,3.0,2.5,0.0,6028.66992188
289,45.0,0.0,348.0,1657.0,0.0,3.0,2.5,0.0,6030.10986328
290,45.0,0.0,314.0,1657.0,0.0,3.0,2.5,0.0,6006.95019531
291,45.0,0.0,306.0,1656.0,0.0,4.0,0.0,0.0,6029.29003906
292,45.0,0.0,312.0,1656.0,0.0,4.0,2.5,0.0,6033.39990234
293,45.0,0.0,343.0,1652.0,0.0,4.0,0.0,0.0,6019.20019531
294,45.0,0.0,346.0,1654.0,0.0,4.0,0.0,0.0,6050.53027344
295,45.0,0.0,350.0,1652.0,0.0,3.0,0.0,0.0,6027.02001953
296,47.5,0.0,315.0,1648.0,0.0,3.0,0.0,0.0,6024.08007812
297,45.0,0.0,298.0,1649.0,0.0,3.0,2.5,0.0,6014.27001953
298,45.0,0.0,294.0,1649.0,0.0,3.0,2.5,0.0,6015.6796875
299,45.0,0.0,314.0,1653.0,0.0,3.0,2.5,0.0,6014.59960938
300,45.0,0.0,314.0,1653.0,0.0,3.0,2.5,0.0,6014.59960938
301,45.0,0.0,314.0,1653.0,0.0,3.0,2.5,0.0,6014.59960938
302,45.0,0.0,303.0,1650.0,0.0,3.0,2.5,0.0,6026.06005859
303,45.0,0.0,297.0,1652.0,0.0,3.0,2.5,0.0,6017.20996094
304,45.0,0.0,297.0,1649.0,0.0,3.0,2.5,0.0,5997.58007812
305,47.5,0.0,306.0,1650.0,0.0,3.0,2.5,0.0,6024.87988281
306,45.0,0.0,291.0,1652.0,0.0,4.0,0.0,0.0,6010.06005859
307,45.0,0.0,296.0,1647.0,0.0,3.0,0.0,0.0,6021.02001953
308,45.0,0.0,298.0,1647.0,0.0,4.0,0.0,0.0,6005.86035156
309,45.0,0.0,304.0,1650.0,0.0,3.0,0.0,0.0,6005.04003906
310,45.0,0.0,305.0,1647.0,0.0,4.0,0.0,0.0,6007.08984375
311,45.0,0.0,304.0,1650.0,0.0,3.0,0.0,1.0,6011.36035156
312,45.0,0.0,312.0,1650.0,0.0,3.0,0.0,0.0,6012.18994141
313,45.0,0.0,296.0,1651.0,0.0,3.0,0.0,0.0,6011.18017578
314,45.0,0.0,297.0,1646.0,0.0,3.0,0.0,0.0,6013.95996094
315,45.0,0.0,307.0,1646.0,0.0,4.0,0.0,0.0,6018.52001953
316,45.0,0.0,309.0,1650.0,0.0,3.0,0.0,0.0,6015.12988281
317,45.0,0.0,346.0,1644.0,0.0,3.0,0.0,0.0,6012.20996094
318,45.0,0.0,346.0,1644.0,0.0,3.0,0.0,0.0,6012.20996094
319,45.0,0.0,346.0,1644.0,0.0,3.0,0.0,0.0,6012.20996094
320,45.0,0.0,348.0,1647.0,0.0,3.0,0.0,0.0,6012.20996094
321,45.0,0.0,310.0,1653.0,0.0,3.0,0.0,0.0,6022.68994141
322,45.0,0.0,314.0,1652.0,0.0,3.0,0.0,0.0,6012.62988281
323,45.0,0.0,309.0,1654.0,0.0,3.0,0.0,0.0,6010.87011719
324,45.0,0.0,307.0,1646.0,0.0,3.0,0.0,0.0,6009.96972656
325,45.0,0.0,335.0,1651.0,0.0,4.0,0.0,0.0,6012.65039062
326,45.0,0.0,302.0,1651.0,0.0,4.0,0.0,0.0,6008.5
327,45.0,0.0,307.0,1653.0,0.0,3.0,0.0,0.0,6013.83984375
328,45.0,0.0,304.0,1646.0,0.0,3.0,0.0,0.0,6016.35986328
329,45.0,0.0,309.0,1651.0,0.0,3.0,0.0,0.0,6019.53027344
330,45.0,0.0,334.0,1650.0,0.0,3.0,0.0,0.0,6012.06005859
331,45.0,0.0,323.0,1647.0,0.0,4.0,0.0,0.0,6017.8203125
