,CE appliance,dish washer,electric furnace,fridge,microwave,washer dryer,waste disposal unit,main
51,78.0,1.0,5.0,117.0,2.0,0.0,0.0,239.63999939
52,78.0,1.0,5.0,117.0,2.0,0.0,0.0,239.63999939
53,72.0,1.0,5.0,116.0,2.0,0.0,0.0,239.58001709
54,79.0,1.0,5.0,119.0,2.0,0.0,0.0,240.169998169
55,77.0,1.0,5.0,116.0,2.0,0.0,0.0,239.349990845
56,78.0,1.0,5.0,115.0,2.0,0.0,0.0,239.919998169
57,76.0,1.0,5.0,118.0,2.0,0.0,0.0,240.080001831
58,78.0,1.0,5.0,118.0,2.0,0.0,0.0,239.720001221
59,75.0,1.0,5.0,116.0,2.0,0.0,0.0,239.869995117
60,76.0,1.0,5.0,117.0,2.0,0.0,0.0,239.479995728
61,79.0,1.0,5.0,117.0,2.0,0.0,0.0,240.269989014
62,78.0,1.0,5.0,117.0,2.0,0.0,0.0,238.859985352
63,77.0,1.0,5.0,115.0,2.0,0.0,0.0,239.180007935
64,78.0,1.0,5.0,116.0,1.0,0.0,0.0,238.910003662
65,77.0,1.0,5.0,116.0,2.0,0.0,0.0,238.059997559
66,80.0,1.0,5.0,116.0,2.0,0.0,0.0,238.929992676
67,77.0,1.0,5.0,117.0,2.0,0.0,0.0,239.480010986
68,79.0,1.0,5.0,116.0,2.0,0.0,0.0,238.660003662
69,79.0,1.0,5.0,116.0,2.0,0.0,0.0,238.660003662
70,79.0,1.0,5.0,116.0,2.0,0.0,0.0,238.660003662
71,79.0,1.0,5.0,117.0,2.0,0.0,0.0,238.540008545
72,78.0,1.0,5.0,117.0,2.0,0.0,0.0,239.479995728
73,78.0,1.0,5.0,117.0,2.0,0.0,0.0,238.990005493
74,77.0,1.0,5.0,117.0,2.0,0.0,0.0,238.739990234
75,87.0,1.0,5.0,115.0,2.0,0.0,0.0,248.869995117
76,89.0,1.0,5.0,117.0,2.0,0.0,0.0,255.800003052
77,88.0,1.0,5.0,116.0,2.0,0.0,0.0,253.479995728
78,82.0,1.0,5.0,115.0,2.0,0.0,0.0,246.919998169
79,84.0,1.0,5.0,118.0,2.0,0.0,0.0,246.910003662
80,79.0,1.0,5.0,117.0,2.0,0.0,0.0,247.270004272
81,82.0,1.0,5.0,116.0,2.0,0.0,0.0,248.269989014
82,82.0,1.0,5.0,117.0,2.0,0.0,0.0,246.890014648
83,81.0,1.0,5.0,117.0,2.0,0.0,0.0,246.430007935
84,85.0,1.0,5.0,117.0,2.0,0.0,0.0,248.270004272
85,81.0,1.0,5.0,115.0,2.0,0.0,0.0,247.160003662
86,87.0,1.0,5.0,115.0,2.0,0.0,0.0,246.470001221
87,87.0,1.0,5.0,115.0,2.0,0.0,0.0,246.470001221
88,87.0,1.0,5.0,115.0,2.0,0.0,0.0,246.470001221
89,82.0,1.0,5.0,117.0,2.0,0.0,0.0,246.339996338
90,82.0,1.0,5.0,114.0,2.0,0.0,0.0,246.440002441
91,84.0,1.0,5.0,114.0,2.0,0.0,0.0,246.069992065
92,77.0,1.0,5.0,117.0,2.0,0.0,0.0,238.86000061
93,76.0,1.0,5.0,115.0,2.0,0.0,0.0,238.490005493
94,79.0,1.0,5.0,115.0,2.0,0.0,0.0,238.039993286
95,75.0,1.0,5.0,117.0,2.0,0.0,0.0,237.820007324
96,78.0,1.0,5.0,114.0,2.0,0.0,0.0,238.099990845
97,75.0,1.0,5.0,116.0,2.0,0.0,0.0,238.289993286
98,75.0,1.0,5.0,116.0,2.0,0.0,0.0,238.080001831
99,56.0,2.0,5.0,117.0,2.0,0.0,1.0,240.119995117
100,75.0,1.0,5.0,117.0,2.0,0.0,0.0,238.679992676
101,79.0,1.0,5.0,115.0,2.0,0.0,0.0,237.480010986
102,76.0,1.0,5.0,115.0,2.0,0.0,0.0,238.690002441
103,82.0,1.0,5.0,115.0,2.0,0.0,0.0,238.919998169
104,78.0,1.0,5.0,115.0,2.0,0.0,0.0,238.559997559
105,78.0,1.0,5.0,115.0,2.0,0.0,0.0,238.559997559
106,78.0,1.0,5.0,115.0,2.0,0.0,0.0,238.559997559
107,81.0,1.0,5.0,116.0,2.0,0.0,0.0,238.300003052
108,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.550018311
109,75.0,1.0,5.0,115.0,2.0,0.0,0.0,237.679992676
110,80.0,1.0,5.0,116.0,2.0,0.0,0.0,237.920013428
111,78.0,1.0,5.0,115.0,2.0,0.0,0.0,238.559997559
112,79.0,1.0,5.0,115.0,2.0,0.0,0.0,237.930007935
113,77.0,1.0,5.0,116.0,2.0,0.0,0.0,237.660003662
114,80.0,1.0,5.0,114.0,2.0,0.0,0.0,236.809997559
115,80.0,1.0,5.0,117.0,2.0,0.0,0.0,238.630004883
116,78.0,1.0,5.0,115.0,2.0,0.0,0.0,238.290008545
117,76.0,1.0,5.0,115.0,2.0,0.0,0.0,239.350006104
118,78.0,1.0,5.0,116.0,2.0,0.0,0.0,238.950012207
119,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.41998291
120,78.0,1.0,5.0,117.0,2.0,0.0,0.0,239.160003662
121,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.410003662
122,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.410003662
123,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.410003662
124,78.0,1.0,5.0,116.0,2.0,0.0,0.0,239.399993896
125,79.0,1.0,5.0,115.0,2.0,0.0,0.0,238.0
126,79.0,1.0,5.0,115.0,2.0,0.0,0.0,238.200012207
127,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.260009766
128,79.0,1.0,5.0,115.0,2.0,0.0,0.0,238.020004272
129,78.0,1.0,5.0,115.0,2.0,0.0,0.0,237.690002441
130,79.0,1.0,5.0,114.0,2.0,0.0,0.0,237.700012207
131,77.0,1.0,5.0,116.0,2.0,0.0,0.0,237.040008545
132,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.330001831
133,80.0,1.0,5.0,116.0,2.0,0.0,0.0,238.209991455
134,80.0,1.0,5.0,114.0,2.0,0.0,0.0,238.089996338
135,77.0,1.0,5.0,115.0,2.0,0.0,0.0,237.170013428
136,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.149993896
137,76.0,1.0,5.0,116.0,2.0,0.0,0.0,238.990005493
138,79.0,1.0,5.0,115.0,2.0,0.0,0.0,239.899993896
139,80.0,1.0,5.0,114.0,2.0,0.0,0.0,238.570007324
140,80.0,1.0,5.0,114.0,2.0,0.0,0.0,238.570007324
141,80.0,1.0,5.0,114.0,2.0,0.0,0.0,238.570007324
142,79.0,1.0,5.0,114.0,2.0,0.0,0.0,239.75
143,76.0,1.0,5.0,115.0,2.0,0.0,0.0,237.300003052
144,79.0,1.0,5.0,114.0,2.0,0.0,0.0,236.959991455
145,79.0,1.0,5.0,116.0,2.0,0.0,0.0,237.100006104
146,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.380004883
147,79.0,1.0,5.0,115.0,2.0,0.0,0.0,237.579986572
148,79.0,1.0,5.0,115.0,2.0,0.0,0.0,238.080001831
149,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.690002441
150,75.0,1.0,5.0,115.0,2.0,0.0,0.0,237.38999939
151,77.0,1.0,5.0,114.0,2.0,0.0,0.0,237.809997559
152,77.0,1.0,5.0,116.0,2.0,0.0,0.0,237.950012207
153,79.0,1.0,5.0,114.0,2.0,0.0,0.0,238.980010986
154,78.0,1.0,5.0,115.0,2.0,0.0,0.0,238.13999939
155,80.0,1.0,5.0,114.0,2.0,0.0,0.0,238.470001221
156,80.0,1.0,5.0,114.0,2.0,0.0,0.0,237.740005493
157,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.309997559
158,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.309997559
159,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.309997559
160,80.0,1.0,5.0,114.0,2.0,0.0,0.0,238.229995728
161,77.0,1.0,5.0,113.0,2.0,0.0,0.0,236.309997559
162,78.0,1.0,5.0,115.0,2.0,0.0,0.0,237.269989014
163,79.0,1.0,5.0,114.0,2.0,0.0,0.0,237.890014648
164,79.0,1.0,5.0,116.0,2.0,0.0,0.0,237.419998169
165,77.0,1.0,5.0,115.0,2.0,0.0,0.0,238.419998169
166,79.0,1.0,5.0,113.0,2.0,0.0,0.0,237.830001831
167,77.0,1.0,5.0,115.0,2.0,0.0,0.0,237.450012207
168,79.0,1.0,5.0,113.0,2.0,0.0,0.0,236.779998779
169,79.0,1.0,5.0,115.0,2.0,0.0,0.0,237.910003662
170,79.0,1.0,5.0,113.0,2.0,0.0,0.0,237.709991455
171,79.0,1.0,5.0,115.0,2.0,0.0,0.0,237.350006104
172,78.0,1.0,5.0,113.0,2.0,0.0,0.0,237.38999939
173,80.0,1.0,5.0,115.0,2.0,0.0,0.0,237.690002441
174,79.0,1.0,5.0,114.0,2.0,0.0,0.0,237.399993896
175,79.0,1.0,5.0,114.0,2.0,0.0,0.0,237.019989014
176,79.0,1.0,5.0,114.0,2.0,0.0,0.0,237.019989014
177,79.0,1.0,5.0,114.0,2.0,0.0,0.0,237.019989014
178,78.0,1.0,5.0,114.0,2.0,0.0,0.0,237.580001831
179,78.0,1.0,5.0,115.0,2.0,0.0,0.0,237.380004883
180,79.0,1.0,5.0,113.0,2.0,0.0,0.0,238.070007324
181,76.0,1.0,5.0,114.0,2.0,0.0,0.0,237.449996948
182,80.0,1.0,5.0,113.0,2.0,0.0,0.0,237.429992676
183,77.0,1.0,5.0,114.0,2.0,0.0,0.0,237.809997559
184,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.63999939
185,80.0,1.0,5.0,0.0,2.0,0.0,0.0,123.63999939
186,80.0,1.0,5.0,0.0,2.0,0.0,0.0,123.38999939
187,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.560005188
188,77.0,1.0,5.0,0.0,2.0,0.0,0.0,124.799995422
189,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.660003662
190,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.949996948
191,81.0,1.0,5.0,0.0,2.0,0.0,0.0,123.769996643
192,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.049995422
193,79.0,1.0,5.0,1.0,2.0,0.0,0.0,123.660003662
194,79.0,1.0,5.0,1.0,2.0,0.0,0.0,123.660003662
195,74.0,1.0,5.0,0.0,2.0,0.0,0.0,123.990005493
196,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.739997864
197,75.0,1.0,5.0,0.0,2.0,0.0,0.0,123.699996948
198,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.940002441
199,75.0,1.0,5.0,0.0,2.0,0.0,0.0,123.620002747
200,79.0,1.0,5.0,0.0,2.0,0.0,0.0,124.5
201,78.0,1.0,5.0,1.0,2.0,0.0,0.0,123.269996643
202,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.159996033
203,80.0,1.0,5.0,0.0,2.0,0.0,0.0,123.700004578
204,75.0,1.0,5.0,0.0,2.0,0.0,0.0,123.809997559
205,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.740005493
206,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.629997253
207,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.089996338
208,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.740005493
209,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.5
210,78.0,1.0,5.0,0.0,2.0,0.0,0.0,131.720001221
211,78.0,1.0,5.0,0.0,2.0,0.0,0.0,131.720001221
212,78.0,1.0,5.0,0.0,2.0,0.0,0.0,131.720001221
213,79.0,1.0,5.0,1.0,2.0,0.0,0.0,125.729995728
214,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.040000916
215,77.0,1.0,5.0,0.0,2.0,0.0,0.0,124.869995117
216,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.569999695
217,77.0,1.0,5.0,0.0,2.0,0.0,0.0,124.880004883
218,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.730003357
219,77.0,1.0,5.0,0.0,2.0,0.0,0.0,124.680000305
220,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.870002747
221,78.0,1.0,5.0,0.0,2.0,0.0,0.0,125.0
222,81.0,1.0,5.0,0.0,2.0,0.0,0.0,125.449996948
223,75.0,1.0,5.0,0.0,2.0,0.0,0.0,125.559997559
224,81.0,1.0,5.0,0.0,2.0,0.0,0.0,125.409996033
225,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.619995117
226,78.0,1.0,5.0,1.0,2.0,0.0,0.0,126.599998474
227,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.839996338
228,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.010002136
229,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.010002136
230,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.010002136
231,75.0,1.0,5.0,0.0,2.0,0.0,0.0,124.959999084
232,80.0,1.0,5.0,0.0,2.0,0.0,0.0,123.88999939
233,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.450004578
234,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.88999939
235,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.660003662
236,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.799995422
237,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.339996338
238,70.0,1.0,5.0,0.0,2.0,0.0,0.0,123.770004272
239,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.419998169
240,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.669998169
241,81.0,1.0,5.0,0.0,2.0,0.0,0.0,123.460006714
242,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.279998779
243,80.0,1.0,5.0,0.0,2.0,0.0,0.0,123.63999939
244,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.440002441
245,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.569999695
246,71.0,1.0,5.0,0.0,2.0,0.0,0.0,123.309997559
247,71.0,1.0,5.0,0.0,2.0,0.0,0.0,123.309997559
248,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.330001831
249,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.919998169
250,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.869995117
251,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.88999939
252,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.13999939
253,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.270004272
254,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.970001221
255,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.240005493
256,75.0,1.0,5.0,0.0,2.0,0.0,0.0,122.729995728
257,80.0,1.0,5.0,1.0,2.0,0.0,0.0,123.130004883
258,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.900001526
259,75.0,1.0,5.0,0.0,2.0,0.0,0.0,122.919998169
260,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.150001526
261,81.0,1.0,5.0,1.0,2.0,0.0,0.0,122.849998474
262,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.420005798
263,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.420005798
264,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.260002136
265,79.0,1.0,5.0,1.0,2.0,0.0,0.0,123.599998474
266,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.5
267,77.0,1.0,5.0,1.0,2.0,0.0,0.0,123.38999939
268,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.379997253
269,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.330001831
270,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.25
271,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.419998169
272,78.0,0.0,5.0,0.0,2.0,0.0,0.0,123.059997559
273,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.900001526
274,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.600006104
275,76.0,0.0,5.0,0.0,2.0,0.0,0.0,122.740005493
276,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.63999939
277,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.930000305
278,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.900001526
279,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.470001221
280,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.470001221
281,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.470001221
282,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.379997253
283,79.0,1.0,5.0,0.0,2.0,0.0,0.0,122.669998169
284,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.040000916
285,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.910003662
286,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.669998169
287,88.0,1.0,5.0,1.0,2.0,0.0,0.0,123.36000061
288,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.75
289,84.0,1.0,5.0,1.0,2.0,0.0,0.0,122.959999084
290,80.0,1.0,5.0,1.0,2.0,0.0,0.0,123.019996643
291,79.0,1.0,5.0,0.0,2.0,0.0,0.0,122.970001221
292,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.099998474
293,78.0,1.0,5.0,1.0,2.0,0.0,0.0,123.13999939
294,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.979995728
295,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.049995422
296,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.949996948
297,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.759994507
298,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.759994507
299,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.759994507
300,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.620002747
301,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.119995117
302,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.809997559
303,75.0,1.0,5.0,0.0,2.0,0.0,0.0,123.099998474
304,78.0,1.0,5.0,1.0,2.0,0.0,0.0,122.919998169
305,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.719993591
306,80.0,1.0,5.0,0.0,2.0,0.0,0.0,122.949996948
307,81.0,1.0,5.0,0.0,2.0,0.0,0.0,122.739997864
308,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.839996338
309,75.0,1.0,5.0,0.0,2.0,0.0,0.0,122.800003052
310,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.080001831
311,79.0,1.0,5.0,0.0,2.0,0.0,0.0,122.770004272
312,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.190002441
313,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.729995728
314,77.0,1.0,5.0,1.0,2.0,0.0,0.0,122.320007324
315,80.0,1.0,5.0,0.0,2.0,0.0,0.0,122.63999939
316,80.0,1.0,5.0,0.0,2.0,0.0,0.0,122.63999939
317,80.0,1.0,5.0,0.0,2.0,0.0,0.0,122.63999939
318,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.850006104
319,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.020004272
320,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.990005493
321,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.879997253
322,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.919998169
323,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.580001831
324,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.930000305
325,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.830001831
326,83.0,1.0,5.0,0.0,2.0,0.0,0.0,122.769996643
327,81.0,1.0,5.0,0.0,2.0,0.0,0.0,124.180000305
328,79.0,1.0,5.0,1.0,2.0,0.0,0.0,122.540000916
329,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.049995422
330,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.650001526
331,77.0,1.0,5.0,1.0,2.0,0.0,0.0,123.279998779
332,75.0,1.0,5.0,0.0,2.0,0.0,0.0,122.590003967
333,77.0,1.0,5.0,1.0,2.0,0.0,0.0,122.979995728
334,77.0,1.0,5.0,1.0,2.0,0.0,0.0,122.979995728
335,77.0,1.0,5.0,1.0,2.0,0.0,0.0,122.979995728
336,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.370002747
337,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.880004883
338,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.050003052
339,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.429992676
340,84.0,1.0,5.0,0.0,2.0,0.0,0.0,126.38999939
341,92.0,1.0,5.0,0.0,2.0,0.0,0.0,137.850006104
342,94.0,1.0,5.0,0.0,2.0,0.0,0.0,142.739990234
343,82.0,1.0,5.0,1.0,2.0,0.0,0.0,130.760009766
344,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.410003662
345,85.0,1.0,5.0,1.0,2.0,0.0,0.0,131.88999939
346,83.0,1.0,5.0,0.0,2.0,0.0,0.0,132.380004883
347,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.990005493
348,80.0,1.0,5.0,0.0,2.0,0.0,0.0,130.869995117
349,81.0,1.0,5.0,0.0,2.0,0.0,0.0,131.199996948
350,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.650009155
351,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.619995117
352,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.619995117
353,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.619995117
354,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.300003052
355,87.0,1.0,5.0,0.0,2.0,0.0,0.0,130.529998779
356,82.0,1.0,5.0,0.0,2.0,0.0,0.0,129.820007324
357,83.0,1.0,5.0,1.0,2.0,0.0,0.0,130.509994507
358,79.0,0.0,5.0,0.0,2.0,0.0,0.0,123.550003052
359,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.909996033
360,79.0,1.0,5.0,0.0,2.0,0.0,0.0,122.810005188
361,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.810005188
362,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.319999695
363,76.0,1.0,5.0,1.0,2.0,0.0,0.0,124.189994812
364,82.0,1.0,5.0,1.0,2.0,0.0,0.0,123.220001221
365,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.180000305
366,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.119995117
367,79.0,1.0,5.0,1.0,2.0,0.0,0.0,123.970001221
368,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.11000061
369,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.5
370,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.5
371,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.5
372,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.330001831
373,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.739997864
374,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.310005188
375,75.0,1.0,5.0,0.0,2.0,0.0,0.0,123.180000305
376,78.0,1.0,5.0,0.0,2.0,0.0,0.0,123.580001831
377,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.25
378,76.0,1.0,5.0,0.0,2.0,0.0,0.0,122.769996643
379,79.0,1.0,5.0,0.0,2.0,0.0,0.0,122.669998169
380,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.410003662
381,76.0,0.0,5.0,0.0,2.0,0.0,0.0,123.029998779
382,76.0,1.0,5.0,0.0,2.0,0.0,0.0,123.580001831
383,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.369995117
384,78.0,1.0,5.0,0.0,2.0,0.0,0.0,122.740005493
385,75.0,1.0,5.0,0.0,2.0,0.0,0.0,122.039993286
386,77.0,1.0,5.0,0.0,2.0,0.0,0.0,122.989997864
