,dish washer,electric furnace,electric stove,washer dryer,main
151,3.0,30.0,5.0,1.0,826.349975586
152,3.0,31.0,5.0,1.0,826.209960938
153,3.0,30.0,5.0,1.0,828.520019531
154,3.0,29.0,5.0,1.0,825.679992676
155,3.0,30.0,5.0,1.0,824.130004883
156,3.0,29.0,5.0,1.0,823.130004883
157,3.0,29.0,5.0,1.0,823.130004883
158,3.0,29.0,5.0,1.0,823.130004883
159,3.0,29.0,5.0,1.0,823.859985352
160,3.0,29.0,5.0,1.0,823.469970703
161,3.0,31.0,5.0,1.0,824.360046387
162,3.0,29.0,5.0,1.0,822.440002441
163,2.0,30.0,5.0,1.0,819.210021973
164,2.0,29.0,5.0,1.0,820.5
165,3.0,30.0,5.0,0.0,818.979980469
166,3.0,30.0,5.0,1.0,844.670043945
167,3.0,29.0,5.0,1.0,846.599975586
168,3.0,31.0,5.0,1.0,844.880004883
169,3.0,29.0,5.0,1.0,840.840026855
170,2.0,29.0,5.0,1.0,838.479980469
171,3.0,30.0,5.0,1.0,841.989990234
172,3.0,30.0,5.0,1.0,842.239990234
173,3.0,30.0,5.0,1.0,844.16998291
174,3.0,30.0,5.0,1.0,844.16998291
175,3.0,30.0,5.0,1.0,844.16998291
176,3.0,31.0,5.0,1.0,841.550048828
177,2.0,30.0,5.0,1.0,840.939941406
178,3.0,30.0,5.0,0.0,842.690002441
179,2.0,29.0,5.0,1.0,843.109985352
180,3.0,30.0,5.0,1.0,842.989990234
181,3.0,31.0,5.0,1.0,840.180053711
182,3.0,29.0,5.0,1.0,839.099975586
183,3.0,29.0,5.0,1.0,841.649963379
184,2.0,29.0,5.0,1.0,842.119995117
185,3.0,29.0,5.0,1.0,840.420043945
186,3.0,31.0,5.0,1.0,841.83001709
187,2.0,29.0,5.0,1.0,837.959960938
188,3.0,31.0,5.0,1.0,840.450012207
189,3.0,31.0,5.0,1.0,837.319946289
190,3.0,31.0,5.0,1.0,837.319946289
191,3.0,31.0,5.0,1.0,837.319946289
192,3.0,34.0,5.0,1.0,838.16003418
193,3.0,29.0,5.0,1.0,837.640014648
194,3.0,31.0,5.0,1.0,839.380004883
195,3.0,32.0,5.0,1.0,843.130004883
196,3.0,29.0,5.0,1.0,837.159973145
197,3.0,32.0,5.0,1.0,841.190002441
198,3.0,33.0,5.0,1.0,839.279968262
199,3.0,29.0,5.0,1.0,837.650024414
200,2.0,32.0,5.0,1.0,838.829956055
201,3.0,32.0,5.0,1.0,841.209960938
202,2.0,31.0,5.0,1.0,733.899963379
203,3.0,34.0,5.0,1.0,734.069946289
204,3.0,34.0,5.0,1.0,734.950012207
205,3.0,32.0,5.0,1.0,730.469970703
206,3.0,32.0,5.0,1.0,735.16003418
207,3.0,31.0,5.0,1.0,732.340026855
208,3.0,31.0,5.0,1.0,732.340026855
209,3.0,31.0,5.0,1.0,732.340026855
210,3.0,30.0,5.0,1.0,732.670043945
211,2.0,33.0,5.0,1.0,737.950012207
212,3.0,32.0,5.0,1.0,733.900024414
213,3.0,32.0,5.0,0.0,735.510009766
214,3.0,33.0,5.0,1.0,734.779968262
215,3.0,34.0,5.0,1.0,736.33001709
216,3.0,32.0,5.0,1.0,735.719970703
217,3.0,33.0,5.0,1.0,734.109985352
218,3.0,30.0,5.0,0.0,731.109985352
219,3.0,30.0,5.0,1.0,736.550048828
220,3.0,32.0,5.0,1.0,730.83996582
221,3.0,32.0,5.0,1.0,733.299987793
222,3.0,32.0,5.0,1.0,777.800048828
223,2.0,30.0,5.0,1.0,775.710021973
224,3.0,29.0,5.0,1.0,732.049987793
225,2.0,30.0,5.0,1.0,844.619995117
226,2.0,30.0,5.0,1.0,844.619995117
227,2.0,30.0,5.0,1.0,844.619995117
228,3.0,29.0,5.0,1.0,848.799987793
229,3.0,30.0,5.0,0.0,846.66998291
230,3.0,30.0,5.0,1.0,846.020019531
231,3.0,29.0,5.0,1.0,848.070007324
232,3.0,29.0,5.0,1.0,862.079956055
233,3.0,31.0,5.0,1.0,844.619995117
234,3.0,29.0,5.0,1.0,844.41003418
235,3.0,30.0,5.0,1.0,844.880004883
236,3.0,30.0,5.0,1.0,846.08001709
237,3.0,29.0,5.0,1.0,844.779968262
238,3.0,29.0,5.0,1.0,840.75
239,3.0,31.0,5.0,1.0,756.239990234
240,4.0,32.0,5.0,1.0,730.530029297
241,3.0,31.0,5.0,1.0,730.25
242,3.0,29.0,5.0,1.0,732.440002441
243,3.0,29.0,5.0,1.0,732.440002441
244,3.0,31.0,5.0,1.0,727.579956055
245,3.0,31.0,5.0,1.0,728.650024414
246,3.0,31.0,5.0,1.0,726.25
247,3.0,28.0,5.0,1.0,729.33001709
248,3.0,29.0,5.0,1.0,727.310058594
249,3.0,29.0,5.0,0.0,722.780029297
250,3.0,29.0,5.0,1.0,737.109985352
251,3.0,29.0,5.0,1.0,719.559997559
252,3.0,30.0,5.0,1.0,718.119995117
253,3.0,30.0,5.0,0.0,719.849975586
254,3.0,29.0,5.0,1.0,717.890014648
255,3.0,29.0,5.0,1.0,718.819946289
256,3.0,28.0,5.0,0.0,720.530029297
257,3.0,29.0,5.0,1.0,719.530029297
258,3.0,28.0,5.0,1.0,719.369995117
259,3.0,31.0,5.0,1.0,718.789978027
260,3.0,31.0,5.0,1.0,718.789978027
261,3.0,31.0,5.0,1.0,718.789978027
262,3.0,29.0,5.0,1.0,718.899963379
263,3.0,30.0,5.0,1.0,721.100036621
264,3.0,28.0,5.0,1.0,718.58996582
265,3.0,27.0,5.0,1.0,716.760009766
266,3.0,31.0,5.0,0.0,721.280029297
267,2.0,28.0,5.0,1.0,716.790039062
268,3.0,30.0,5.0,1.0,717.299987793
269,3.0,31.0,5.0,1.0,719.510009766
270,3.0,29.0,5.0,1.0,715.289978027
271,3.0,28.0,5.0,0.0,718.770019531
272,3.0,28.0,5.0,1.0,721.219970703
273,3.0,28.0,5.0,1.0,720.619995117
274,3.0,36.0,5.0,0.0,718.449951172
275,3.0,30.0,5.0,1.0,722.569946289
276,3.0,29.0,5.0,1.0,720.630004883
277,3.0,28.0,5.0,1.0,715.820007324
278,3.0,28.0,5.0,1.0,715.820007324
279,3.0,28.0,5.0,1.0,715.820007324
280,3.0,28.0,5.0,1.0,717.219970703
281,3.0,28.0,5.0,1.0,716.969970703
282,3.0,33.0,5.0,1.0,716.190002441
283,2.0,27.0,5.0,1.0,717.739990234
284,3.0,30.0,5.0,1.0,717.479980469
285,3.0,28.0,5.0,1.0,715.880004883
286,3.0,28.0,5.0,0.0,718.659973145
287,3.0,32.0,5.0,1.0,718.010009766
288,3.0,28.0,5.0,1.0,715.900024414
289,3.0,28.0,5.0,1.0,736.989990234
290,3.0,27.0,5.0,1.0,714.470031738
291,3.0,28.0,5.0,1.0,714.33996582
292,3.0,31.0,5.0,1.0,714.91003418
293,3.0,28.0,5.0,1.0,716.109985352
294,3.0,27.0,5.0,1.0,713.489990234
295,3.0,27.0,5.0,1.0,713.489990234
296,3.0,27.0,5.0,1.0,713.489990234
297,3.0,31.0,5.0,0.0,717.880004883
298,3.0,28.0,5.0,1.0,714.239990234
299,3.0,28.0,5.0,1.0,713.210021973
300,3.0,28.0,5.0,0.0,714.579956055
301,3.0,27.0,5.0,1.0,713.66003418
302,3.0,27.0,5.0,1.0,714.659973145
303,3.0,31.0,5.0,1.0,714.140014648
304,2.0,27.0,5.0,1.0,715.650024414
305,2.0,29.0,5.0,0.0,713.790039062
306,3.0,27.0,5.0,1.0,715.049987793
307,2.0,27.0,5.0,1.0,713.209960938
308,3.0,30.0,5.0,0.0,714.91998291
309,2.0,27.0,5.0,1.0,714.309936523
310,3.0,27.0,5.0,1.0,713.880004883
311,3.0,28.0,5.0,1.0,714.029968262
312,3.0,28.0,5.0,1.0,713.179992676
313,3.0,28.0,5.0,1.0,713.179992676
314,3.0,28.0,5.0,1.0,713.179992676
315,3.0,27.0,5.0,1.0,712.50994873
316,3.0,30.0,5.0,1.0,712.700012207
317,3.0,27.0,5.0,1.0,712.409973145
318,3.0,28.0,5.0,1.0,711.690002441
319,3.0,27.0,5.0,1.0,728.16003418
320,3.0,31.0,5.0,1.0,746.0
321,3.0,28.0,5.0,1.0,747.869995117
322,3.0,28.0,5.0,1.0,749.809997559
323,3.0,28.0,5.0,1.0,704.08001709
324,0.0,28.0,5.0,1.0,208.339996338
325,0.0,28.0,5.0,1.0,207.050003052
326,0.0,28.0,5.0,1.0,208.759994507
327,0.0,30.0,5.0,1.0,207.009994507
328,0.0,28.0,5.0,1.0,207.86000061
329,0.0,28.0,5.0,1.0,208.029998779
330,0.0,30.0,5.0,1.0,212.38999939
331,0.0,30.0,5.0,1.0,212.38999939
332,0.0,30.0,5.0,1.0,212.38999939
333,0.0,29.0,5.0,1.0,208.009994507
334,0.0,28.0,5.0,1.0,212.710006714
335,0.0,32.0,5.0,1.0,210.309997559
336,0.0,33.0,5.0,0.0,211.410003662
337,0.0,31.0,5.0,1.0,213.989990234
338,0.0,32.0,5.0,1.0,212.36000061
339,0.0,30.0,5.0,1.0,208.190002441
340,0.0,31.0,5.0,0.0,211.410003662
341,0.0,27.0,5.0,1.0,212.569992065
342,0.0,29.0,5.0,1.0,210.850006104
343,0.0,31.0,5.0,1.0,212.949996948
344,0.0,31.0,5.0,0.0,210.760009766
345,0.0,30.0,5.0,1.0,209.740005493
346,0.0,30.0,5.0,1.0,211.220001221
347,0.0,32.0,5.0,1.0,210.5
348,0.0,27.0,5.0,1.0,208.259994507
349,0.0,27.0,5.0,1.0,208.259994507
350,0.0,27.0,5.0,1.0,208.259994507
351,0.0,29.0,5.0,1.0,210.900009155
352,0.0,31.0,5.0,1.0,212.380004883
353,0.0,29.0,5.0,1.0,210.429992676
354,0.0,31.0,5.0,1.0,209.029998779
355,0.0,31.0,5.0,1.0,213.320007324
356,0.0,29.0,5.0,1.0,211.869995117
357,0.0,31.0,5.0,1.0,210.809997559
358,0.0,28.0,5.0,1.0,284.890014648
359,0.0,27.0,5.0,1.0,333.260009766
360,0.0,29.0,5.0,1.0,333.779998779
361,0.0,27.0,5.0,1.0,359.359985352
362,0.0,27.0,5.0,1.0,357.869995117
363,0.0,31.0,5.0,0.0,358.529998779
364,0.0,27.0,5.0,1.0,360.179992676
365,0.0,33.0,5.0,1.0,344.760009766
366,0.0,33.0,5.0,1.0,344.760009766
367,0.0,33.0,5.0,1.0,344.760009766
368,0.0,28.0,5.0,1.0,340.239990234
369,0.0,27.0,5.0,1.0,341.710021973
370,0.0,29.0,5.0,1.0,343.940002441
371,0.0,27.0,5.0,1.0,342.190002441
372,0.0,30.0,5.0,1.0,344.270019531
373,0.0,28.0,5.0,1.0,343.270019531
374,0.0,29.0,5.0,1.0,342.960021973
375,0.0,27.0,5.0,1.0,344.779998779
376,0.0,29.0,5.0,1.0,345.609985352
377,0.0,28.0,5.0,1.0,210.020004272
378,0.0,28.0,5.0,1.0,209.399993896
379,0.0,28.0,5.0,1.0,209.779998779
380,0.0,31.0,5.0,0.0,209.069992065
381,0.0,28.0,5.0,1.0,210.25
382,0.0,30.0,5.0,0.0,209.789993286
383,0.0,28.0,5.0,0.0,210.179992676
384,0.0,28.0,5.0,0.0,210.179992676
385,0.0,28.0,5.0,0.0,210.179992676
386,0.0,30.0,5.0,1.0,208.559997559
387,0.0,27.0,5.0,1.0,208.829986572
388,0.0,28.0,5.0,1.0,209.559997559
389,0.0,28.0,5.0,1.0,208.039993286
390,0.0,28.0,5.0,1.0,209.380004883
391,0.0,28.0,5.0,1.0,208.570007324
392,0.0,28.0,5.0,1.0,209.089996338
393,0.0,30.0,5.0,1.0,209.040008545
394,0.0,28.0,5.0,1.0,209.589996338
395,0.0,29.0,5.0,1.0,209.229995728
396,0.0,28.0,5.0,1.0,209.239990234
397,0.0,29.0,5.0,1.0,210.36000061
398,0.0,29.0,5.0,1.0,209.550003052
399,0.0,27.0,5.0,1.0,209.760009766
400,0.0,28.0,5.0,1.0,209.11000061
401,0.0,32.0,5.0,1.0,212.309997559
402,0.0,32.0,5.0,1.0,212.309997559
403,0.0,32.0,5.0,1.0,212.309997559
404,0.0,30.0,5.0,1.0,213.930007935
405,0.0,27.0,5.0,1.0,209.63999939
406,0.0,28.0,5.0,0.0,212.520004272
407,0.0,32.0,5.0,1.0,213.009994507
408,0.0,30.0,5.0,0.0,210.740005493
409,0.0,32.0,5.0,1.0,213.670013428
410,0.0,31.0,5.0,1.0,214.309997559
411,0.0,28.0,5.0,1.0,210.130004883
412,0.0,31.0,5.0,1.0,212.150009155
413,0.0,32.0,5.0,1.0,214.229995728
414,0.0,31.0,5.0,1.0,213.190002441
415,0.0,28.0,5.0,1.0,213.490005493
416,0.0,28.0,5.0,1.0,212.149993896
417,0.0,33.0,5.0,1.0,213.5
418,0.0,29.0,5.0,1.0,212.179992676
419,0.0,29.0,5.0,1.0,212.179992676
420,0.0,29.0,5.0,1.0,212.179992676
421,0.0,31.0,5.0,1.0,212.919998169
422,0.0,29.0,5.0,0.0,211.929992676
423,0.0,30.0,5.0,1.0,214.900009155
424,0.0,32.0,5.0,1.0,210.819992065
425,0.0,36.0,5.0,1.0,211.160003662
426,0.0,30.0,5.0,1.0,211.879989624
427,0.0,32.0,5.0,1.0,211.120010376
428,0.0,28.0,5.0,1.0,210.339996338
429,0.0,28.0,5.0,1.0,209.830001831
430,0.0,32.0,5.0,1.0,210.779998779
431,0.0,28.0,5.0,0.0,209.149993896
432,0.0,28.0,5.0,1.0,210.649993896
433,0.0,28.0,5.0,1.0,209.660003662
434,0.0,30.0,5.0,0.0,213.36000061
435,0.0,32.0,5.0,1.0,214.940002441
436,0.0,36.0,5.0,1.0,213.809997559
437,0.0,36.0,5.0,1.0,213.809997559
438,0.0,36.0,5.0,1.0,213.809997559
439,0.0,29.0,5.0,1.0,210.850006104
440,0.0,28.0,5.0,1.0,209.919998169
441,0.0,27.0,5.0,1.0,210.699996948
442,0.0,30.0,5.0,1.0,209.479995728
443,0.0,27.0,5.0,1.0,210.570007324
444,0.0,28.0,5.0,1.0,209.640014648
445,0.0,32.0,5.0,1.0,210.739990234
446,0.0,32.0,5.0,1.0,209.540008545
447,0.0,28.0,5.0,1.0,210.260009766
448,0.0,32.0,5.0,0.0,210.160003662
449,0.0,31.0,5.0,1.0,210.019989014
450,0.0,28.0,5.0,0.0,209.839996338
451,0.0,28.0,5.0,1.0,210.370010376
452,0.0,28.0,5.0,1.0,210.130004883
453,0.0,28.0,5.0,1.0,209.440002441
454,0.0,28.0,5.0,1.0,210.130004883
455,0.0,28.0,5.0,1.0,210.130004883
456,0.0,28.0,5.0,1.0,210.130004883
457,0.0,28.0,5.0,1.0,210.13999939
458,0.0,28.0,5.0,1.0,209.630004883
459,0.0,29.0,5.0,1.0,210.300003052
460,0.0,28.0,5.0,1.0,210.869995117
461,0.0,28.0,5.0,1.0,210.739990234
462,0.0,29.0,5.0,1.0,210.960006714
463,0.0,27.0,5.0,0.0,209.690002441
464,0.0,28.0,5.0,1.0,209.710006714
465,0.0,28.0,5.0,1.0,209.989990234
466,0.0,28.0,5.0,1.0,209.779998779
467,0.0,28.0,5.0,1.0,211.169998169
468,0.0,27.0,5.0,1.0,209.809997559
469,0.0,29.0,5.0,1.0,210.349990845
470,0.0,30.0,5.0,1.0,209.880004883
471,0.0,31.0,5.0,1.0,211.870010376
472,0.0,31.0,5.0,1.0,211.870010376
473,0.0,31.0,5.0,1.0,211.870010376
474,0.0,27.0,5.0,1.0,210.660003662
475,0.0,32.0,5.0,1.0,213.25
476,0.0,33.0,5.0,1.0,212.11000061
477,0.0,29.0,5.0,1.0,211.649993896
478,0.0,29.0,5.0,1.0,212.540008545
479,0.0,31.0,5.0,1.0,211.419998169
480,0.0,28.0,5.0,1.0,210.400009155
481,0.0,27.0,5.0,1.0,213.61000061
482,0.0,31.0,5.0,1.0,211.329986572
483,0.0,28.0,5.0,1.0,209.490005493
484,0.0,30.0,5.0,1.0,211.659988403
485,0.0,32.0,5.0,1.0,211.169998169
486,0.0,28.0,5.0,1.0,211.490005493
487,0.0,30.0,5.0,0.0,212.320007324
488,0.0,31.0,5.0,0.0,215.630004883
489,0.0,28.0,5.0,1.0,211.25
490,0.0,28.0,5.0,1.0,211.25
491,0.0,28.0,5.0,1.0,211.25
492,0.0,30.0,5.0,1.0,210.560012817
493,0.0,28.0,5.0,1.0,213.770004272
494,0.0,29.0,5.0,1.0,212.13999939
495,0.0,29.0,5.0,1.0,211.400009155
496,0.0,30.0,5.0,1.0,214.580001831
497,0.0,32.0,5.0,1.0,213.309997559
498,0.0,29.0,5.0,0.0,210.669998169
499,0.0,30.0,5.0,1.0,212.890014648
500,0.0,28.0,5.0,1.0,209.510009766
501,0.0,28.0,5.0,1.0,209.570007324
502,0.0,29.0,5.0,1.0,209.710006714
503,0.0,29.0,5.0,1.0,209.880004883
504,0.0,28.0,5.0,1.0,209.559997559
505,0.0,30.0,5.0,1.0,211.040008545
506,0.0,29.0,5.0,1.0,209.959991455
507,0.0,28.0,5.0,1.0,209.790008545
508,0.0,28.0,5.0,1.0,209.790008545
509,0.0,28.0,5.0,1.0,209.790008545
510,0.0,29.0,5.0,0.0,209.880004883
511,0.0,28.0,5.0,1.0,208.880004883
512,0.0,32.0,5.0,1.0,209.990005493
513,0.0,27.0,5.0,1.0,210.399993896
514,0.0,28.0,5.0,1.0,209.660003662
515,0.0,28.0,5.0,1.0,209.61000061
516,0.0,31.0,5.0,1.0,209.479995728
517,0.0,28.0,5.0,1.0,209.330001831
518,0.0,28.0,5.0,1.0,209.729995728
519,0.0,28.0,5.0,1.0,210.100006104
520,0.0,28.0,5.0,1.0,209.440002441
521,0.0,29.0,5.0,1.0,210.729995728
522,0.0,28.0,5.0,1.0,209.020004272
523,0.0,31.0,5.0,1.0,209.970001221
524,0.0,29.0,5.0,1.0,251.949996948
525,0.0,29.0,5.0,1.0,251.949996948
526,0.0,29.0,5.0,1.0,251.949996948
527,0.0,28.0,5.0,1.0,249.589996338
528,0.0,28.0,5.0,1.0,208.859985352
529,0.0,28.0,5.0,1.0,208.380004883
530,0.0,27.0,5.0,1.0,209.279998779
531,0.0,28.0,5.0,1.0,210.029998779
532,0.0,28.0,5.0,0.0,208.759994507
533,0.0,29.0,5.0,1.0,209.069992065
534,0.0,28.0,5.0,1.0,208.839996338
535,0.0,29.0,5.0,1.0,209.119995117
536,0.0,28.0,5.0,1.0,208.710006714
537,0.0,28.0,5.0,1.0,208.489990234
538,0.0,29.0,5.0,1.0,208.099990845
539,0.0,33.0,5.0,1.0,208.13999939
540,0.0,28.0,5.0,1.0,208.850006104
541,0.0,28.0,5.0,1.0,209.339996338
542,0.0,31.0,5.0,1.0,213.050003052
543,0.0,31.0,5.0,1.0,213.050003052
544,0.0,31.0,5.0,1.0,213.050003052
545,0.0,31.0,5.0,1.0,209.089996338
546,0.0,29.0,5.0,1.0,209.910003662
547,0.0,29.0,5.0,1.0,212.36000061
548,0.0,32.0,5.0,0.0,212.259994507
549,0.0,28.0,5.0,1.0,209.429992676
550,0.0,31.0,5.0,1.0,212.989990234
551,0.0,31.0,5.0,0.0,209.850006104
552,0.0,28.0,5.0,1.0,209.029998779
553,0.0,31.0,5.0,1.0,212.300003052
554,0.0,31.0,5.0,1.0,214.039993286
555,0.0,29.0,5.0,1.0,210.319992065
556,0.0,27.0,5.0,1.0,209.130004883
557,0.0,28.0,5.0,1.0,210.75
558,0.0,28.0,5.0,1.0,209.959991455
559,0.0,30.0,5.0,1.0,208.220001221
560,0.0,28.0,5.0,1.0,207.940002441
561,0.0,28.0,5.0,1.0,207.940002441
562,0.0,28.0,5.0,1.0,207.940002441
563,0.0,33.0,5.0,1.0,211.869995117
564,0.0,30.0,5.0,0.0,210.490005493
565,0.0,28.0,5.0,1.0,209.380004883
566,0.0,29.0,5.0,1.0,209.0
567,0.0,29.0,5.0,1.0,212.130004883
568,0.0,29.0,5.0,1.0,210.009994507
569,0.0,28.0,5.0,1.0,208.069992065
570,0.0,28.0,5.0,1.0,208.830001831
571,0.0,30.0,5.0,1.0,208.459991455
572,0.0,28.0,5.0,1.0,207.710006714
573,0.0,28.0,5.0,1.0,209.75
574,0.0,28.0,5.0,1.0,209.080001831
575,0.0,28.0,5.0,1.0,208.380004883
576,0.0,28.0,5.0,1.0,209.63999939
577,0.0,28.0,5.0,1.0,208.820007324
578,0.0,29.0,5.0,1.0,208.470001221
579,0.0,29.0,5.0,1.0,208.470001221
580,0.0,29.0,5.0,1.0,208.470001221
581,0.0,27.0,5.0,1.0,208.88999939
582,0.0,28.0,5.0,0.0,208.479995728
