,CE appliance,dish washer,electric space heater,electric stove,fridge,washer dryer,main
186,0.0,1.0,32.0,2.0,1.0,3.0,213.680007935
187,0.0,0.0,20.0,2.0,0.0,2.0,216.100006104
188,0.0,1.0,28.0,2.0,0.0,2.0,215.529998779
189,0.0,1.0,17.0,3.0,0.0,2.0,210.75
190,0.0,1.0,21.0,2.0,1.0,3.0,220.619995117
191,0.0,1.0,21.0,2.0,1.0,3.0,220.619995117
192,0.0,1.0,21.0,2.0,1.0,3.0,220.399993896
193,0.0,1.0,34.0,3.0,0.0,3.0,212.830001831
194,0.0,0.0,18.0,3.0,0.0,2.0,211.470001221
195,0.0,1.0,36.0,2.0,1.0,3.0,218.400009155
196,0.0,1.0,41.0,3.0,0.0,2.0,211.180007935
197,0.0,1.0,38.0,2.0,0.0,3.0,232.489990234
198,0.0,0.0,19.0,2.0,0.0,3.0,230.759994507
199,0.0,1.0,19.0,3.0,1.0,3.0,218.700012207
200,0.0,0.0,18.0,2.0,0.0,3.0,214.770004272
201,0.0,0.0,17.0,2.0,0.0,3.0,215.619995117
202,0.0,0.0,18.0,3.0,0.0,2.0,212.779998779
203,0.0,0.0,18.0,3.0,0.0,2.0,213.319992065
204,0.0,1.0,18.0,2.0,0.0,3.0,213.440002441
205,0.0,0.0,19.0,3.0,0.0,2.0,214.550003052
206,0.0,1.0,18.0,3.0,0.0,2.0,212.489990234
207,0.0,0.0,17.0,3.0,0.0,2.0,214.210006714
208,0.0,0.0,17.0,3.0,0.0,2.0,212.61000061
209,0.0,0.0,19.0,3.0,0.0,2.0,211.589996338
210,0.0,1.0,17.0,2.0,1.0,3.0,210.229995728
211,0.0,0.0,17.0,3.0,0.0,3.0,209.229995728
212,0.0,1.0,19.0,2.0,0.0,2.0,217.090011597
213,0.0,1.0,19.0,2.0,0.0,2.0,217.090011597
214,0.0,1.0,19.0,2.0,0.0,2.0,217.090011597
215,0.0,1.0,18.0,3.0,0.0,2.0,219.13999939
216,0.0,0.0,18.0,3.0,0.0,2.0,211.580001831
217,0.0,1.0,18.0,2.0,1.0,3.0,209.740005493
218,0.0,1.0,18.0,2.0,1.0,3.0,211.38999939
219,0.0,0.0,18.0,3.0,1.0,2.0,213.819992065
220,0.0,1.0,18.0,2.0,1.0,3.0,216.029998779
221,0.0,0.0,19.0,3.0,0.0,2.0,214.440002441
222,0.0,0.0,18.0,2.0,0.0,3.0,212.790008545
223,0.0,0.0,18.0,3.0,0.0,2.0,212.050003052
224,0.0,0.0,20.0,2.0,0.0,3.0,208.709991455
225,0.0,0.0,18.0,3.0,1.0,2.0,211.349990845
226,0.0,0.0,18.0,2.0,1.0,3.0,213.63999939
227,0.0,0.0,19.0,3.0,0.0,2.0,213.489990234
228,0.0,1.0,31.0,2.0,0.0,3.0,216.180007935
229,0.0,0.0,19.0,2.0,0.0,3.0,211.830001831
230,0.0,0.0,17.0,3.0,0.0,3.0,212.090011597
231,0.0,0.0,32.0,2.0,0.0,3.0,210.470001221
232,0.0,0.0,32.0,2.0,0.0,3.0,211.580001831
233,0.0,0.0,18.0,3.0,0.0,2.0,211.790008545
234,0.0,1.0,31.0,2.0,0.0,3.0,215.11000061
235,0.0,0.0,19.0,3.0,1.0,2.0,210.629989624
236,0.0,1.0,18.0,3.0,0.0,2.0,217.790008545
237,0.0,1.0,18.0,3.0,0.0,2.0,211.350006104
238,0.0,1.0,18.0,3.0,0.0,2.0,211.350006104
239,0.0,1.0,13.0,2.0,0.0,3.0,210.760009766
240,0.0,1.0,19.0,2.0,1.0,3.0,211.449996948
241,0.0,0.0,20.0,3.0,1.0,2.0,211.0
242,0.0,1.0,19.0,2.0,0.0,2.0,209.339996338
243,0.0,0.0,18.0,2.0,1.0,2.0,208.259994507
244,0.0,1.0,18.0,3.0,0.0,3.0,208.549987793
245,0.0,0.0,19.0,2.0,0.0,2.0,208.540008545
246,0.0,0.0,19.0,3.0,0.0,3.0,210.779998779
247,0.0,0.0,19.0,3.0,0.0,3.0,210.589996338
248,0.0,0.0,18.0,3.0,0.0,3.0,210.950012207
249,0.0,0.0,18.0,3.0,1.0,2.0,208.479995728
250,0.0,1.0,18.0,3.0,0.0,2.0,207.900009155
251,0.0,1.0,18.0,3.0,0.0,3.0,208.399993896
252,0.0,0.0,20.0,2.0,1.0,3.0,207.63999939
253,0.0,0.0,18.0,3.0,1.0,3.0,211.339996338
254,0.0,0.0,18.0,3.0,1.0,2.0,211.25
255,0.0,1.0,20.0,3.0,0.0,2.0,210.25
256,0.0,0.0,18.0,3.0,1.0,2.0,207.729995728
257,0.0,1.0,17.0,3.0,0.0,3.0,209.330001831
258,0.0,1.0,18.0,3.0,0.0,3.0,219.559997559
259,0.0,0.0,30.0,3.0,1.0,2.0,214.809997559
260,0.0,0.0,29.0,3.0,0.0,2.0,210.049987793
261,0.0,0.0,29.0,3.0,0.0,2.0,210.049987793
262,0.0,0.0,29.0,3.0,0.0,2.0,207.330001831
263,0.0,0.0,17.0,2.0,0.0,2.0,208.029998779
264,0.0,0.0,31.0,3.0,0.0,3.0,208.339996338
265,0.0,0.0,18.0,2.0,0.0,3.0,211.009994507
266,0.0,0.0,18.0,3.0,0.0,2.0,210.709991455
267,0.0,0.0,18.0,2.0,0.0,3.0,210.350006104
268,0.0,0.0,18.0,2.0,0.0,3.0,209.259994507
269,0.0,1.0,18.0,3.0,0.0,2.0,207.559997559
270,0.0,1.0,18.0,2.0,0.0,2.0,206.630004883
271,0.0,1.0,18.0,3.0,0.0,3.0,207.369995117
272,0.0,1.0,17.0,2.0,0.0,3.0,210.089996338
273,0.0,0.0,18.0,3.0,0.0,3.0,209.710006714
274,0.0,0.0,18.0,2.0,1.0,2.0,210.169998169
275,0.0,1.0,19.0,3.0,0.0,2.0,210.909988403
276,0.0,1.0,19.0,2.0,1.0,2.0,208.210006714
277,0.0,0.0,17.0,3.0,0.0,3.0,207.270004272
278,0.0,1.0,17.0,2.0,1.0,3.0,209.199996948
279,0.0,1.0,17.0,2.0,1.0,3.0,210.559997559
280,0.0,1.0,18.0,2.0,0.0,3.0,215.759994507
281,0.0,0.0,17.0,2.0,1.0,2.0,216.699996948
282,0.0,1.0,17.0,2.0,0.0,3.0,208.019989014
283,0.0,1.0,17.0,2.0,0.0,3.0,208.019989014
284,0.0,0.0,18.0,2.0,1.0,3.0,208.080001831
285,0.0,1.0,20.0,2.0,1.0,2.0,210.380004883
286,0.0,0.0,14.0,3.0,1.0,2.0,212.279998779
287,0.0,0.0,20.0,3.0,0.0,2.0,209.940002441
288,0.0,1.0,18.0,3.0,0.0,3.0,208.109985352
289,0.0,0.0,19.0,2.0,0.0,2.0,207.75
290,0.0,1.0,18.0,3.0,1.0,3.0,209.0
291,0.0,1.0,18.0,3.0,1.0,3.0,210.970001221
292,0.0,1.0,21.0,2.0,0.0,3.0,209.979995728
293,0.0,0.0,18.0,3.0,0.0,3.0,208.88999939
294,0.0,1.0,17.0,2.0,1.0,3.0,209.729995728
295,0.0,0.0,22.0,3.0,1.0,3.0,207.959991455
296,0.0,1.0,18.0,2.0,1.0,3.0,207.040008545
297,0.0,1.0,19.0,3.0,1.0,3.0,208.369995117
298,0.0,0.0,17.0,2.0,0.0,3.0,210.050003052
299,0.0,1.0,18.0,2.0,0.0,2.0,210.75
300,0.0,0.0,19.0,2.0,1.0,2.0,210.259994507
301,0.0,1.0,18.0,2.0,1.0,3.0,215.169998169
302,0.0,1.0,18.0,2.0,1.0,3.0,217.0
303,0.0,1.0,18.0,2.0,1.0,3.0,215.449996948
304,0.0,1.0,18.0,3.0,0.0,2.0,210.709991455
305,0.0,1.0,18.0,3.0,0.0,2.0,210.709991455
306,0.0,0.0,18.0,3.0,1.0,2.0,209.830001831
307,0.0,1.0,19.0,3.0,0.0,3.0,210.580001831
308,0.0,1.0,18.0,2.0,1.0,2.0,208.260009766
309,0.0,1.0,18.0,2.0,1.0,3.0,206.869995117
310,0.0,0.0,19.0,2.0,0.0,3.0,207.809997559
311,0.0,0.0,18.0,2.0,1.0,3.0,210.160003662
312,0.0,0.0,18.0,2.0,1.0,3.0,210.190002441
313,0.0,0.0,18.0,2.0,1.0,3.0,210.369995117
314,0.0,0.0,18.0,2.0,0.0,3.0,208.959991455
315,0.0,1.0,18.0,2.0,0.0,3.0,207.869995117
316,0.0,1.0,20.0,3.0,0.0,2.0,206.830001831
317,0.0,1.0,16.0,2.0,1.0,3.0,208.779998779
318,0.0,0.0,17.0,3.0,1.0,2.0,212.369995117
319,0.0,1.0,18.0,3.0,0.0,2.0,212.709991455
320,0.0,0.0,18.0,2.0,0.0,3.0,212.38999939
321,0.0,0.0,17.0,2.0,0.0,3.0,210.080001831
322,0.0,1.0,18.0,2.0,0.0,2.0,209.38999939
323,0.0,1.0,19.0,3.0,1.0,2.0,221.370010376
324,0.0,0.0,18.0,3.0,0.0,2.0,216.410003662
325,0.0,1.0,19.0,2.0,1.0,3.0,218.809997559
326,0.0,1.0,20.0,2.0,0.0,2.0,207.290008545
327,0.0,1.0,20.0,2.0,0.0,2.0,207.290008545
328,0.0,0.0,17.0,3.0,1.0,2.0,209.579986572
329,0.0,1.0,16.0,2.0,0.0,2.0,212.600006104
330,0.0,1.0,18.0,2.0,1.0,3.0,210.829986572
331,0.0,1.0,18.0,2.0,0.0,2.0,211.149993896
332,0.0,0.0,17.0,2.0,0.0,2.0,210.960006714
333,0.0,1.0,14.0,3.0,1.0,2.0,209.729995728
334,0.0,0.0,17.0,2.0,0.0,3.0,208.63999939
335,0.0,0.0,17.0,3.0,0.0,2.0,207.789993286
336,0.0,1.0,18.0,3.0,0.0,2.0,207.970001221
337,0.0,0.0,17.0,2.0,0.0,2.0,210.61000061
338,0.0,1.0,17.0,2.0,0.0,2.0,210.830001831
339,0.0,1.0,18.0,3.0,0.0,2.0,211.019989014
340,0.0,1.0,18.0,2.0,0.0,3.0,210.059997559
341,0.0,0.0,18.0,3.0,1.0,3.0,209.260009766
342,0.0,0.0,18.0,3.0,1.0,3.0,208.080001831
343,0.0,1.0,18.0,2.0,0.0,2.0,207.660003662
344,0.0,1.0,18.0,2.0,1.0,3.0,210.490005493
345,0.0,0.0,26.0,3.0,0.0,2.0,215.720001221
346,0.0,1.0,17.0,2.0,0.0,2.0,216.559997559
347,0.0,0.0,19.0,2.0,0.0,3.0,217.299987793
348,0.0,1.0,18.0,3.0,0.0,3.0,211.660003662
349,0.0,1.0,18.0,3.0,0.0,3.0,211.660003662
350,0.0,0.0,19.0,2.0,0.0,3.0,213.0
351,0.0,0.0,19.0,2.0,0.0,2.0,215.070007324
352,0.0,1.0,18.0,3.0,1.0,3.0,213.13999939
353,0.0,1.0,18.0,2.0,0.0,3.0,210.790008545
354,0.0,0.0,17.0,2.0,0.0,2.0,208.130004883
355,0.0,1.0,18.0,2.0,0.0,3.0,213.119995117
356,0.0,1.0,17.0,2.0,0.0,3.0,208.149993896
357,0.0,0.0,17.0,3.0,0.0,2.0,213.239990234
358,0.0,1.0,17.0,3.0,0.0,3.0,210.369995117
359,0.0,1.0,18.0,2.0,0.0,3.0,213.380004883
360,0.0,0.0,18.0,3.0,1.0,3.0,208.009994507
361,0.0,0.0,18.0,2.0,1.0,2.0,211.399993896
362,0.0,0.0,18.0,2.0,0.0,3.0,212.209991455
363,0.0,1.0,19.0,2.0,0.0,3.0,212.899993896
364,0.0,1.0,19.0,2.0,0.0,3.0,213.779998779
365,0.0,0.0,18.0,3.0,1.0,2.0,213.800003052
366,0.0,0.0,19.0,3.0,0.0,2.0,218.0
367,0.0,0.0,17.0,3.0,0.0,2.0,217.649993896
368,0.0,0.0,18.0,2.0,1.0,3.0,220.299987793
369,0.0,0.0,19.0,3.0,0.0,3.0,217.439987183
370,0.0,1.0,18.0,3.0,0.0,2.0,210.5
371,0.0,1.0,18.0,3.0,0.0,2.0,210.5
372,0.0,0.0,38.0,3.0,0.0,2.0,212.910003662
373,0.0,1.0,19.0,3.0,0.0,2.0,213.479995728
374,0.0,0.0,18.0,3.0,0.0,2.0,207.720001221
375,0.0,0.0,21.0,2.0,1.0,3.0,210.600006104
376,0.0,0.0,19.0,2.0,1.0,3.0,212.080001831
377,0.0,1.0,14.0,3.0,1.0,2.0,210.920013428
378,0.0,1.0,23.0,2.0,1.0,2.0,213.809997559
379,0.0,1.0,23.0,2.0,1.0,2.0,209.339996338
380,0.0,1.0,18.0,2.0,1.0,3.0,207.569992065
381,0.0,1.0,20.0,3.0,0.0,3.0,211.760009766
382,0.0,1.0,18.0,3.0,0.0,3.0,208.61000061
383,0.0,1.0,18.0,2.0,0.0,3.0,213.199996948
384,0.0,0.0,21.0,2.0,0.0,2.0,216.510009766
385,0.0,1.0,18.0,2.0,0.0,2.0,214.100006104
386,0.0,0.0,18.0,2.0,0.0,3.0,211.880004883
387,0.0,1.0,21.0,3.0,1.0,3.0,210.850006104
388,0.0,0.0,18.0,2.0,1.0,2.0,211.630004883
389,0.0,1.0,18.0,3.0,0.0,3.0,218.320007324
390,0.0,1.0,19.0,2.0,0.0,2.0,220.880004883
391,0.0,1.0,18.0,2.0,1.0,2.0,213.489990234
392,0.0,0.0,18.0,3.0,0.0,2.0,206.919998169
393,0.0,0.0,18.0,3.0,0.0,2.0,206.919998169
394,0.0,0.0,18.0,3.0,0.0,2.0,211.619995117
395,0.0,1.0,19.0,3.0,1.0,2.0,208.449996948
396,0.0,0.0,18.0,2.0,1.0,2.0,212.180007935
397,0.0,0.0,33.0,2.0,1.0,3.0,208.770004272
398,0.0,1.0,17.0,3.0,0.0,2.0,213.949996948
399,0.0,1.0,20.0,3.0,1.0,2.0,206.630004883
400,0.0,1.0,20.0,3.0,0.0,2.0,211.419998169
401,0.0,1.0,18.0,3.0,0.0,3.0,206.279998779
402,0.0,0.0,19.0,3.0,0.0,2.0,211.689987183
403,0.0,1.0,18.0,2.0,0.0,2.0,209.290008545
404,0.0,1.0,18.0,3.0,1.0,2.0,217.740005493
405,0.0,0.0,18.0,3.0,0.0,2.0,210.380004883
406,0.0,1.0,21.0,2.0,0.0,2.0,211.910003662
407,0.0,0.0,18.0,3.0,1.0,2.0,211.830001831
408,0.0,1.0,19.0,3.0,0.0,2.0,210.739990234
409,0.0,1.0,20.0,2.0,1.0,3.0,207.380004883
410,0.0,0.0,18.0,2.0,1.0,3.0,213.649993896
411,0.0,0.0,18.0,2.0,0.0,3.0,218.730010986
412,0.0,0.0,18.0,3.0,0.0,2.0,219.570007324
413,0.0,1.0,18.0,3.0,0.0,2.0,206.970001221
414,0.0,0.0,18.0,3.0,1.0,2.0,210.299987793
415,0.0,0.0,18.0,3.0,1.0,2.0,209.659988403
416,0.0,0.0,18.0,3.0,1.0,2.0,209.659988403
417,0.0,1.0,18.0,2.0,0.0,3.0,210.269989014
418,0.0,0.0,19.0,2.0,1.0,2.0,207.789993286
419,0.0,0.0,18.0,2.0,1.0,3.0,206.599990845
420,0.0,0.0,17.0,3.0,0.0,3.0,206.569992065
421,0.0,0.0,18.0,2.0,0.0,3.0,207.310012817
422,0.0,0.0,17.0,2.0,1.0,3.0,209.589996338
423,0.0,1.0,34.0,2.0,0.0,2.0,209.809997559
424,0.0,0.0,20.0,2.0,1.0,3.0,210.949996948
425,0.0,0.0,18.0,2.0,0.0,2.0,209.789993286
426,0.0,0.0,20.0,2.0,1.0,3.0,207.319992065
427,0.0,1.0,19.0,3.0,1.0,2.0,207.910003662
428,0.0,0.0,36.0,2.0,1.0,3.0,208.339996338
429,0.0,1.0,18.0,2.0,0.0,3.0,209.879989624
430,0.0,0.0,18.0,2.0,0.0,3.0,210.910003662
431,0.0,0.0,36.0,3.0,1.0,2.0,210.200012207
432,0.0,1.0,17.0,3.0,0.0,3.0,216.550003052
433,0.0,0.0,17.0,3.0,1.0,2.0,214.080001831
434,0.0,0.0,35.0,3.0,0.0,2.0,216.700012207
435,0.0,1.0,18.0,3.0,1.0,3.0,207.990005493
