,dish washer,electric stove,fridge,microwave,washer dryer,waste disposal unit,main
44,0.0,0.0,173.0,5.0,0.0,0.0,412.079986572
45,0.0,0.0,169.0,5.0,0.0,0.0,412.089996338
46,0.0,0.0,169.0,5.0,1.0,0.0,412.359985352
47,0.0,0.0,169.0,5.0,0.0,0.0,412.739990234
48,0.0,0.0,172.0,5.0,0.0,0.0,411.459991455
49,0.0,0.0,173.0,5.0,0.0,0.0,411.450012207
50,0.0,0.0,171.0,5.0,1.0,0.0,411.950012207
51,0.0,0.0,169.0,5.0,0.0,0.0,411.450012207
52,0.0,0.0,169.0,5.0,0.0,0.0,411.450012207
53,0.0,0.0,169.0,5.0,0.0,0.0,411.450012207
54,0.0,0.0,170.0,5.0,0.0,0.0,410.589996338
55,0.0,0.0,171.0,5.0,0.0,0.0,411.299987793
56,0.0,0.0,171.0,5.0,0.0,0.0,412.549987793
57,0.0,0.0,169.0,5.0,0.0,0.0,412.199981689
58,0.0,0.0,169.0,5.0,0.0,0.0,410.980010986
59,0.0,0.0,170.0,5.0,0.0,0.0,410.760009766
60,0.0,0.0,172.0,5.0,0.0,0.0,411.660003662
61,0.0,0.0,170.0,5.0,0.0,0.0,412.529998779
62,0.0,0.0,171.0,5.0,1.0,0.0,411.899993896
63,0.0,0.0,171.0,5.0,0.0,0.0,411.769989014
64,0.0,0.0,170.0,5.0,0.0,0.0,412.180023193
65,0.0,0.0,167.0,5.0,0.0,0.0,411.929992676
66,0.0,0.0,170.0,5.0,2.0,0.0,410.650024414
67,0.0,0.0,169.0,5.0,2.0,0.0,411.309997559
68,0.0,0.0,168.0,5.0,0.0,0.0,411.140014648
69,0.0,0.0,168.0,5.0,0.0,0.0,411.140014648
70,0.0,0.0,168.0,5.0,0.0,0.0,411.140014648
71,0.0,0.0,168.0,5.0,1.0,0.0,410.239990234
72,0.0,0.0,166.0,5.0,0.0,0.0,411.100006104
73,0.0,0.0,169.0,5.0,0.0,0.0,410.570007324
74,0.0,0.0,169.0,5.0,1.0,0.0,410.309997559
75,0.0,0.0,167.0,5.0,0.0,0.0,410.889984131
76,0.0,0.0,169.0,5.0,1.0,0.0,410.109985352
77,0.0,0.0,170.0,5.0,1.0,0.0,409.859985352
78,0.0,0.0,169.0,5.0,0.0,0.0,410.210021973
79,0.0,0.0,167.0,5.0,4.0,0.0,410.959991455
80,0.0,0.0,169.0,5.0,2.0,0.0,410.609985352
81,0.0,0.0,170.0,5.0,3.0,0.0,410.860015869
82,0.0,0.0,170.0,5.0,1.0,0.0,411.579986572
83,0.0,0.0,170.0,5.0,0.0,0.0,410.910003662
84,0.0,0.0,169.0,5.0,0.0,0.0,409.619995117
85,0.0,0.0,167.0,5.0,0.0,0.0,410.690002441
86,0.0,0.0,168.0,5.0,1.0,0.0,409.779998779
87,0.0,0.0,168.0,5.0,1.0,0.0,409.779998779
88,0.0,0.0,168.0,5.0,1.0,0.0,409.779998779
89,0.0,0.0,165.0,5.0,2.0,0.0,410.639984131
90,0.0,0.0,167.0,5.0,2.0,0.0,411.0
91,0.0,0.0,170.0,5.0,1.0,0.0,410.059997559
92,0.0,0.0,169.0,5.0,0.0,0.0,409.010009766
93,0.0,0.0,170.0,5.0,2.0,0.0,409.910003662
94,0.0,0.0,166.0,5.0,0.0,0.0,409.970001221
95,0.0,0.0,167.0,5.0,0.0,0.0,409.869995117
96,0.0,0.0,169.0,5.0,4.0,0.0,408.709991455
97,0.0,0.0,167.0,5.0,1.0,0.0,409.390014648
98,0.0,0.0,166.0,5.0,1.0,0.0,409.980010986
99,0.0,0.0,169.0,5.0,0.0,0.0,410.190002441
100,0.0,0.0,170.0,5.0,1.0,0.0,408.339996338
101,0.0,0.0,166.0,5.0,0.0,0.0,407.730010986
102,0.0,0.0,166.0,5.0,0.0,0.0,409.190002441
103,0.0,0.0,169.0,5.0,0.0,0.0,409.299987793
104,0.0,0.0,167.0,5.0,1.0,0.0,408.709991455
105,0.0,0.0,167.0,5.0,1.0,0.0,408.709991455
106,0.0,0.0,167.0,5.0,1.0,0.0,408.709991455
107,0.0,0.0,166.0,5.0,1.0,0.0,406.950012207
108,0.0,0.0,168.0,5.0,1.0,0.0,406.210021973
109,0.0,0.0,169.0,5.0,0.0,0.0,407.700012207
110,0.0,0.0,166.0,5.0,1.0,0.0,407.520019531
111,0.0,0.0,166.0,5.0,1.0,0.0,407.190002441
112,0.0,0.0,166.0,5.0,1.0,0.0,406.899993896
113,0.0,0.0,168.0,5.0,0.0,0.0,406.820007324
114,0.0,0.0,167.0,5.0,0.0,0.0,408.040008545
115,0.0,0.0,165.0,5.0,0.0,0.0,408.289978027
116,0.0,0.0,167.0,5.0,0.0,0.0,407.650024414
117,0.0,0.0,168.0,5.0,3.0,0.0,406.790008545
118,0.0,0.0,166.0,5.0,0.0,0.0,407.489990234
119,0.0,0.0,165.0,5.0,0.0,0.0,408.290008545
120,0.0,0.0,167.0,5.0,1.0,0.0,407.839996338
121,0.0,0.0,167.0,5.0,0.0,0.0,407.809997559
122,0.0,0.0,165.0,5.0,0.0,0.0,408.299987793
123,0.0,0.0,165.0,5.0,0.0,0.0,408.299987793
124,0.0,0.0,165.0,5.0,0.0,0.0,408.299987793
125,0.0,0.0,168.0,5.0,0.0,0.0,407.039978027
126,0.0,0.0,168.0,5.0,0.0,0.0,406.779968262
127,0.0,0.0,164.0,5.0,0.0,0.0,407.179992676
128,0.0,0.0,166.0,5.0,0.0,0.0,407.870025635
129,0.0,0.0,168.0,5.0,0.0,0.0,407.119995117
130,0.0,0.0,165.0,5.0,0.0,0.0,406.720001221
131,0.0,0.0,165.0,5.0,0.0,0.0,407.770019531
132,0.0,0.0,351.0,6.0,0.0,0.0,577.33996582
133,0.0,0.0,351.0,6.0,0.0,0.0,574.630004883
134,0.0,0.0,349.0,6.0,1.0,0.0,575.940002441
135,0.0,0.0,348.0,6.0,0.0,0.0,576.75
136,0.0,0.0,348.0,6.0,0.0,0.0,575.16998291
137,0.0,0.0,351.0,5.0,0.0,0.0,574.799987793
138,0.0,1.0,349.0,6.0,0.0,0.0,575.260009766
139,0.0,0.0,347.0,5.0,0.0,0.0,574.630004883
140,0.0,0.0,349.0,6.0,0.0,0.0,573.860046387
141,0.0,0.0,349.0,6.0,0.0,0.0,573.860046387
142,0.0,0.0,349.0,6.0,0.0,0.0,573.860046387
143,0.0,0.0,350.0,5.0,0.0,0.0,573.570007324
144,0.0,0.0,347.0,5.0,0.0,0.0,575.269958496
145,0.0,0.0,347.0,5.0,0.0,0.0,574.609985352
146,0.0,0.0,350.0,6.0,1.0,0.0,573.329956055
147,0.0,1.0,348.0,6.0,0.0,0.0,574.190002441
148,0.0,0.0,345.0,6.0,0.0,0.0,574.979980469
149,0.0,0.0,349.0,6.0,0.0,0.0,573.399963379
150,0.0,0.0,350.0,6.0,0.0,0.0,574.140014648
151,0.0,0.0,347.0,6.0,0.0,0.0,575.539978027
152,0.0,0.0,345.0,6.0,1.0,0.0,574.040039062
153,0.0,0.0,346.0,5.0,3.0,0.0,574.210021973
154,0.0,0.0,348.0,6.0,3.0,0.0,574.789978027
155,0.0,0.0,347.0,5.0,0.0,0.0,572.940002441
156,0.0,0.0,346.0,5.0,0.0,0.0,574.320007324
157,0.0,0.0,347.0,6.0,1.0,0.0,574.760009766
158,0.0,0.0,347.0,6.0,1.0,0.0,571.640014648
159,0.0,0.0,347.0,6.0,1.0,0.0,571.640014648
160,0.0,0.0,347.0,6.0,1.0,0.0,571.640014648
161,0.0,0.0,346.0,5.0,1.0,0.0,572.820007324
162,0.0,0.0,347.0,6.0,0.0,0.0,574.24005127
163,0.0,0.0,349.0,6.0,0.0,0.0,572.640014648
164,0.0,0.0,348.0,6.0,0.0,0.0,573.5
165,0.0,0.0,346.0,5.0,0.0,0.0,574.309997559
166,0.0,0.0,348.0,6.0,0.0,0.0,573.210021973
167,0.0,0.0,349.0,6.0,0.0,0.0,574.409973145
168,0.0,0.0,346.0,6.0,1.0,0.0,574.139953613
169,0.0,0.0,346.0,6.0,1.0,0.0,572.710021973
170,0.0,0.0,349.0,6.0,0.0,0.0,574.210021973
171,0.0,0.0,349.0,6.0,0.0,0.0,574.570007324
172,0.0,0.0,349.0,6.0,2.0,0.0,573.200012207
173,0.0,0.0,348.0,5.0,2.0,0.0,574.24005127
174,0.0,0.0,345.0,6.0,1.0,0.0,573.770019531
175,0.0,0.0,349.0,6.0,0.0,0.0,574.070007324
176,0.0,0.0,347.0,6.0,3.0,0.0,574.640014648
177,0.0,0.0,347.0,6.0,3.0,0.0,574.640014648
178,0.0,0.0,347.0,6.0,3.0,0.0,574.640014648
179,0.0,0.0,348.0,6.0,2.0,0.0,576.480041504
180,0.0,0.0,345.0,6.0,0.0,0.0,576.119995117
181,0.0,0.0,347.0,6.0,0.0,0.0,573.309997559
182,0.0,0.0,346.0,6.0,0.0,0.0,574.470031738
183,0.0,0.0,203.0,5.0,0.0,0.0,435.350006104
184,0.0,0.0,174.0,5.0,0.0,0.0,414.690002441
185,0.0,0.0,164.0,5.0,3.0,0.0,407.910003662
186,0.0,0.0,166.0,5.0,0.0,0.0,406.179992676
187,0.0,0.0,167.0,5.0,0.0,0.0,406.890014648
188,0.0,0.0,165.0,5.0,1.0,0.0,406.290008545
189,0.0,0.0,200.0,6.0,1.0,0.0,438.559997559
190,0.0,0.0,202.0,5.0,1.0,0.0,439.269989014
191,0.0,0.0,166.0,5.0,0.0,0.0,407.350006104
192,0.0,0.0,163.0,5.0,0.0,0.0,406.579986572
193,0.0,0.0,165.0,5.0,0.0,0.0,406.630004883
194,0.0,0.0,164.0,5.0,2.0,0.0,406.839996338
195,0.0,0.0,164.0,5.0,2.0,0.0,406.839996338
196,0.0,0.0,164.0,5.0,2.0,0.0,406.839996338
197,0.0,0.0,165.0,27.0,0.0,0.0,407.440002441
198,0.0,0.0,167.0,27.0,1.0,0.0,425.980010986
199,0.0,0.0,166.0,7.0,2.0,0.0,407.769989014
200,0.0,0.0,163.0,5.0,2.0,0.0,406.609985352
201,0.0,0.0,167.0,5.0,0.0,0.0,406.809997559
202,0.0,0.0,168.0,6.0,0.0,0.0,407.459991455
203,0.0,0.0,168.0,7.0,0.0,0.0,408.230010986
204,0.0,0.0,167.0,7.0,0.0,0.0,408.019989014
205,0.0,0.0,165.0,7.0,2.0,0.0,408.779998779
206,0.0,0.0,164.0,7.0,0.0,0.0,409.460021973
207,0.0,0.0,169.0,7.0,0.0,0.0,410.790008545
208,0.0,0.0,168.0,7.0,2.0,0.0,409.769989014
209,0.0,0.0,164.0,7.0,1.0,0.0,409.790008545
210,0.0,2.0,129.0,1019.0,55.0,0.0,410.140014648
211,0.0,2.0,173.0,1884.0,3.0,0.0,2312.88989258
212,1.0,1.0,172.0,1878.0,3.0,0.0,2310.87988281
213,1.0,1.0,172.0,1878.0,3.0,0.0,2310.87988281
214,0.0,1.0,173.0,1876.0,2.0,0.0,2298.68017578
215,0.0,1.0,172.0,1900.0,2.0,0.0,2307.62011719
216,0.0,2.0,172.0,1893.0,2.0,0.0,2290.57006836
217,0.0,2.0,170.0,1865.0,2.0,0.0,2290.64013672
218,0.0,2.0,171.0,1875.0,2.0,0.0,2306.84008789
219,0.0,1.0,172.0,1886.0,2.0,0.0,2304.94018555
220,1.0,1.0,171.0,1850.0,3.0,0.0,2283.22998047
221,0.0,1.0,173.0,1879.0,3.0,0.0,2295.01000977
222,0.0,1.0,170.0,1878.0,2.0,0.0,2292.08007812
223,0.0,1.0,172.0,1856.0,2.0,0.0,2282.76000977
224,0.0,1.0,171.0,1867.0,2.0,0.0,2285.56005859
225,1.0,2.0,173.0,1866.0,2.0,0.0,2284.64990234
226,0.0,0.0,168.0,60.0,0.0,0.0,471.550018311
227,0.0,0.0,165.0,60.0,0.0,0.0,471.679992676
228,0.0,0.0,164.0,60.0,1.0,0.0,470.940002441
229,0.0,0.0,168.0,60.0,0.0,0.0,469.839996338
230,0.0,0.0,168.0,60.0,0.0,0.0,469.839996338
231,0.0,0.0,202.0,60.0,0.0,0.0,502.649993896
232,0.0,0.0,202.0,9.0,0.0,0.0,456.350006104
233,0.0,0.0,166.0,7.0,1.0,0.0,424.690002441
234,0.0,0.0,167.0,7.0,0.0,0.0,407.880004883
235,0.0,0.0,166.0,7.0,0.0,0.0,408.359985352
236,0.0,0.0,166.0,7.0,1.0,0.0,408.920013428
237,0.0,0.0,168.0,6.0,0.0,0.0,409.220001221
238,0.0,0.0,166.0,7.0,0.0,0.0,408.600006104
239,0.0,0.0,164.0,7.0,0.0,0.0,408.610015869
240,0.0,0.0,165.0,7.0,0.0,0.0,409.220001221
241,0.0,0.0,164.0,7.0,1.0,0.0,409.559997559
242,0.0,0.0,166.0,7.0,0.0,0.0,408.239990234
243,0.0,0.0,169.0,7.0,0.0,0.0,409.119995117
244,0.0,0.0,167.0,7.0,0.0,0.0,409.799987793
245,0.0,0.0,168.0,7.0,0.0,0.0,409.619995117
246,0.0,0.0,166.0,7.0,0.0,0.0,409.41998291
247,0.0,0.0,166.0,7.0,0.0,0.0,409.41998291
248,0.0,0.0,166.0,7.0,0.0,0.0,409.41998291
249,0.0,0.0,169.0,7.0,0.0,0.0,408.209991455
250,0.0,0.0,166.0,7.0,2.0,0.0,408.940002441
251,0.0,0.0,166.0,7.0,1.0,0.0,409.589996338
252,0.0,0.0,169.0,7.0,0.0,0.0,409.070007324
253,0.0,0.0,168.0,7.0,0.0,0.0,409.230010986
254,0.0,0.0,164.0,7.0,3.0,0.0,410.359985352
255,0.0,0.0,165.0,7.0,1.0,0.0,411.230010986
256,0.0,0.0,167.0,7.0,0.0,0.0,410.839996338
257,0.0,0.0,165.0,7.0,0.0,0.0,409.329986572
258,0.0,0.0,163.0,6.0,0.0,0.0,409.380004883
259,0.0,0.0,166.0,7.0,0.0,0.0,409.399993896
260,0.0,0.0,167.0,7.0,0.0,0.0,409.859985352
261,0.0,0.0,167.0,7.0,0.0,0.0,408.540008545
262,0.0,0.0,167.0,6.0,2.0,0.0,408.660003662
263,0.0,0.0,166.0,7.0,2.0,0.0,406.890014648
264,0.0,0.0,166.0,7.0,2.0,0.0,406.890014648
265,0.0,0.0,166.0,7.0,2.0,0.0,406.890014648
266,0.0,0.0,167.0,7.0,1.0,0.0,407.880004883
267,0.0,0.0,165.0,7.0,0.0,0.0,408.150024414
268,0.0,0.0,198.0,7.0,1.0,0.0,439.389984131
269,0.0,0.0,201.0,7.0,1.0,0.0,438.880004883
270,0.0,0.0,201.0,7.0,1.0,0.0,439.149993896
271,0.0,0.0,166.0,7.0,0.0,0.0,408.510009766
272,0.0,0.0,164.0,7.0,0.0,0.0,408.869995117
273,0.0,0.0,163.0,7.0,2.0,0.0,404.739990234
274,0.0,0.0,166.0,7.0,1.0,0.0,408.539978027
275,0.0,0.0,166.0,7.0,0.0,0.0,408.089996338
276,0.0,0.0,165.0,7.0,1.0,0.0,407.16998291
277,0.0,0.0,162.0,7.0,0.0,0.0,407.699981689
278,0.0,0.0,166.0,6.0,0.0,0.0,408.519989014
279,0.0,0.0,165.0,7.0,0.0,0.0,407.449981689
280,0.0,0.0,164.0,6.0,1.0,0.0,407.970001221
281,0.0,0.0,167.0,7.0,0.0,0.0,408.66998291
282,0.0,0.0,167.0,7.0,0.0,0.0,408.66998291
283,0.0,0.0,167.0,7.0,0.0,0.0,408.66998291
284,0.0,0.0,168.0,7.0,0.0,0.0,408.440002441
285,0.0,0.0,164.0,6.0,1.0,0.0,409.220001221
286,0.0,0.0,164.0,7.0,0.0,0.0,410.289978027
287,0.0,0.0,166.0,7.0,3.0,0.0,409.039978027
288,0.0,0.0,166.0,6.0,2.0,0.0,409.119995117
289,0.0,0.0,164.0,7.0,1.0,0.0,409.149993896
290,0.0,0.0,166.0,7.0,0.0,0.0,407.75
291,0.0,0.0,165.0,7.0,0.0,0.0,407.440002441
292,0.0,0.0,167.0,7.0,1.0,0.0,409.020019531
293,0.0,0.0,165.0,7.0,1.0,0.0,408.130004883
294,0.0,0.0,163.0,7.0,1.0,0.0,408.279998779
295,0.0,0.0,165.0,7.0,0.0,0.0,409.029998779
296,0.0,0.0,168.0,7.0,0.0,0.0,407.339996338
297,0.0,0.0,164.0,7.0,0.0,0.0,407.449981689
298,0.0,0.0,164.0,7.0,0.0,0.0,408.679992676
299,0.0,0.0,168.0,7.0,0.0,0.0,408.880004883
300,0.0,0.0,168.0,7.0,0.0,0.0,408.880004883
301,0.0,0.0,168.0,7.0,0.0,0.0,408.880004883
302,0.0,0.0,164.0,7.0,1.0,0.0,407.369995117
303,0.0,0.0,163.0,7.0,0.0,0.0,407.869995117
304,0.0,0.0,165.0,7.0,0.0,0.0,408.739990234
305,0.0,0.0,167.0,7.0,0.0,0.0,407.690002441
306,0.0,0.0,164.0,6.0,1.0,0.0,407.609985352
307,0.0,0.0,164.0,7.0,0.0,0.0,408.760009766
308,0.0,0.0,166.0,7.0,0.0,0.0,408.869995117
309,0.0,0.0,164.0,7.0,0.0,0.0,407.480010986
310,0.0,0.0,167.0,7.0,0.0,0.0,407.5
311,0.0,0.0,165.0,7.0,0.0,0.0,407.890014648
312,0.0,0.0,165.0,7.0,0.0,0.0,406.809997559
313,0.0,0.0,166.0,7.0,0.0,0.0,406.75
314,0.0,0.0,166.0,7.0,0.0,0.0,407.789978027
315,0.0,0.0,164.0,7.0,0.0,0.0,406.570007324
316,0.0,0.0,166.0,7.0,0.0,0.0,406.570007324
317,0.0,0.0,165.0,7.0,0.0,0.0,407.380004883
318,0.0,0.0,163.0,7.0,0.0,0.0,406.789978027
319,0.0,0.0,163.0,7.0,0.0,0.0,406.789978027
320,0.0,0.0,163.0,7.0,0.0,0.0,406.789978027
321,0.0,0.0,165.0,7.0,0.0,0.0,407.320007324
322,0.0,0.0,167.0,7.0,1.0,0.0,407.880004883
323,0.0,0.0,200.0,7.0,0.0,0.0,406.140014648
324,0.0,0.0,199.0,7.0,0.0,0.0,438.010009766
325,0.0,0.0,166.0,7.0,0.0,0.0,407.070007324
326,0.0,0.0,165.0,7.0,0.0,0.0,406.559997559
327,0.0,0.0,164.0,7.0,0.0,0.0,406.959991455
328,0.0,0.0,165.0,7.0,0.0,0.0,406.900024414
329,0.0,0.0,165.0,7.0,2.0,0.0,407.020019531
330,0.0,0.0,166.0,6.0,0.0,0.0,406.949981689
331,0.0,0.0,165.0,7.0,0.0,0.0,406.619995117
332,0.0,0.0,163.0,7.0,0.0,0.0,406.769989014
333,0.0,0.0,165.0,7.0,0.0,0.0,405.709991455
334,0.0,0.0,165.0,7.0,0.0,0.0,406.639984131
335,0.0,0.0,166.0,7.0,0.0,0.0,405.950012207
336,0.0,0.0,166.0,7.0,0.0,0.0,405.950012207
337,0.0,0.0,166.0,7.0,0.0,0.0,405.950012207
338,0.0,0.0,166.0,7.0,0.0,0.0,435.210021973
339,0.0,0.0,201.0,7.0,0.0,0.0,437.880004883
340,0.0,0.0,162.0,7.0,0.0,0.0,406.549987793
341,0.0,0.0,166.0,7.0,0.0,0.0,406.170013428
342,0.0,0.0,203.0,7.0,0.0,0.0,437.650024414
343,0.0,0.0,199.0,7.0,0.0,0.0,436.859985352
344,0.0,0.0,164.0,7.0,0.0,0.0,406.520019531
345,0.0,0.0,168.0,7.0,0.0,0.0,406.879974365
346,0.0,0.0,164.0,7.0,0.0,0.0,406.329986572
347,0.0,0.0,164.0,7.0,0.0,0.0,406.91998291
348,0.0,0.0,166.0,7.0,0.0,0.0,405.440002441
349,0.0,0.0,165.0,7.0,0.0,0.0,406.369995117
350,0.0,0.0,163.0,7.0,0.0,0.0,406.989990234
351,0.0,0.0,165.0,7.0,0.0,0.0,406.630004883
352,0.0,0.0,165.0,7.0,2.0,0.0,407.489990234
353,0.0,0.0,165.0,7.0,0.0,0.0,405.589996338
354,0.0,0.0,165.0,7.0,0.0,0.0,405.589996338
355,0.0,0.0,165.0,7.0,0.0,0.0,405.589996338
356,0.0,0.0,166.0,7.0,0.0,0.0,406.08001709
357,0.0,0.0,165.0,7.0,1.0,0.0,407.33001709
358,0.0,0.0,163.0,7.0,0.0,0.0,406.619995117
359,0.0,0.0,166.0,7.0,0.0,0.0,406.420013428
360,0.0,0.0,164.0,7.0,1.0,0.0,406.979980469
361,0.0,0.0,165.0,7.0,0.0,0.0,405.899993896
362,0.0,0.0,163.0,7.0,0.0,0.0,405.980010986
363,0.0,0.0,166.0,7.0,0.0,0.0,406.25
364,0.0,0.0,166.0,7.0,0.0,0.0,405.920013428
365,0.0,0.0,163.0,7.0,0.0,0.0,407.150024414
366,0.0,0.0,166.0,7.0,0.0,0.0,405.869995117
367,0.0,0.0,167.0,7.0,0.0,0.0,406.33001709
368,0.0,0.0,163.0,6.0,0.0,0.0,405.739990234
369,0.0,0.0,163.0,6.0,0.0,0.0,405.480010986
370,0.0,0.0,166.0,7.0,1.0,0.0,405.920013428
371,0.0,0.0,162.0,7.0,0.0,0.0,422.789978027
372,0.0,0.0,162.0,7.0,0.0,0.0,422.789978027
373,0.0,0.0,162.0,7.0,0.0,0.0,422.789978027
374,0.0,0.0,165.0,7.0,1.0,0.0,406.529998779
375,0.0,0.0,166.0,7.0,0.0,0.0,406.009979248
376,0.0,0.0,163.0,7.0,1.0,0.0,405.429992676
377,0.0,0.0,166.0,6.0,1.0,0.0,406.150024414
378,0.0,0.0,166.0,7.0,1.0,0.0,406.079986572
379,0.0,0.0,163.0,7.0,0.0,0.0,405.929992676
380,0.0,0.0,164.0,7.0,0.0,0.0,405.649993896
381,0.0,0.0,164.0,7.0,0.0,0.0,404.899993896
382,0.0,0.0,163.0,7.0,0.0,0.0,405.079986572
383,0.0,0.0,163.0,7.0,0.0,0.0,406.369995117
384,0.0,0.0,165.0,6.0,0.0,0.0,406.149993896
385,0.0,0.0,166.0,7.0,1.0,0.0,405.279998779
386,0.0,0.0,163.0,7.0,0.0,0.0,406.400024414
387,0.0,0.0,164.0,7.0,0.0,0.0,405.369995117
388,0.0,0.0,166.0,7.0,0.0,0.0,405.410003662
389,0.0,0.0,162.0,7.0,0.0,0.0,406.010009766
390,0.0,0.0,162.0,7.0,0.0,0.0,406.010009766
391,0.0,0.0,162.0,7.0,0.0,0.0,406.010009766
392,0.0,0.0,166.0,7.0,0.0,0.0,406.179992676
393,0.0,0.0,164.0,7.0,0.0,0.0,405.479980469
394,0.0,0.0,162.0,7.0,0.0,0.0,406.049987793
395,0.0,0.0,166.0,7.0,0.0,0.0,407.160003662
396,0.0,0.0,166.0,7.0,0.0,0.0,406.440002441
397,0.0,0.0,164.0,7.0,0.0,0.0,405.25
398,0.0,0.0,165.0,7.0,1.0,0.0,405.369995117
399,0.0,0.0,166.0,7.0,0.0,0.0,405.730010986
400,0.0,0.0,163.0,7.0,0.0,0.0,406.170013428
401,0.0,0.0,164.0,7.0,0.0,0.0,406.149993896
402,0.0,0.0,164.0,7.0,0.0,0.0,405.110015869
403,0.0,0.0,162.0,27.0,0.0,0.0,423.230010986
404,0.0,0.0,162.0,27.0,0.0,0.0,417.529998779
405,0.0,0.0,164.0,5.0,0.0,0.0,404.379974365
406,0.0,0.0,166.0,5.0,0.0,0.0,404.430023193
407,0.0,0.0,166.0,5.0,0.0,0.0,403.309997559
408,0.0,0.0,166.0,5.0,0.0,0.0,403.309997559
409,0.0,0.0,166.0,5.0,0.0,0.0,403.309997559
410,0.0,1.0,163.0,5.0,0.0,0.0,284.540008545
411,0.0,0.0,163.0,5.0,0.0,0.0,284.109985352
412,0.0,0.0,165.0,5.0,0.0,0.0,284.369995117
413,0.0,0.0,165.0,5.0,0.0,0.0,284.75
414,0.0,0.0,165.0,5.0,0.0,0.0,284.929992676
415,0.0,0.0,162.0,5.0,0.0,0.0,284.940002441
416,0.0,0.0,165.0,4.0,0.0,0.0,284.529998779
417,0.0,0.0,163.0,5.0,0.0,0.0,284.510009766
418,0.0,0.0,162.0,4.0,1.0,0.0,284.329986572
419,0.0,1.0,165.0,5.0,0.0,0.0,283.770019531
420,0.0,1.0,164.0,5.0,1.0,0.0,284.420013428
421,0.0,0.0,162.0,5.0,1.0,0.0,283.91998291
422,0.0,0.0,165.0,4.0,2.0,0.0,283.229980469
423,0.0,0.0,164.0,4.0,0.0,0.0,283.869995117
424,0.0,0.0,163.0,5.0,0.0,0.0,283.209991455
425,0.0,0.0,163.0,5.0,0.0,0.0,283.209991455
426,0.0,0.0,163.0,5.0,0.0,0.0,283.209991455
427,0.0,0.0,165.0,4.0,1.0,0.0,283.279998779
428,0.0,0.0,163.0,4.0,2.0,0.0,284.130004883
429,0.0,0.0,162.0,4.0,0.0,0.0,283.779998779
430,0.0,0.0,165.0,5.0,0.0,0.0,284.179992676
431,0.0,1.0,163.0,5.0,0.0,0.0,284.270019531
432,0.0,0.0,162.0,5.0,0.0,0.0,284.329986572
433,0.0,0.0,165.0,4.0,1.0,0.0,284.730010986
434,0.0,0.0,163.0,5.0,1.0,0.0,284.41998291
