,CE appliance,dish washer,electric furnace,fridge,microwave,washer dryer,waste disposal unit,main
237,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.019996643
238,80.0,0.0,5.0,0.0,2.0,0.0,0.0,124.170005798
239,61.0,1.0,5.0,0.0,2.0,0.0,0.0,125.050003052
240,80.0,1.0,5.0,0.0,2.0,0.0,0.0,125.079994202
241,80.0,1.0,5.0,0.0,2.0,0.0,0.0,125.079994202
242,80.0,1.0,5.0,0.0,2.0,0.0,0.0,125.079994202
243,81.0,1.0,5.0,0.0,2.0,0.0,0.0,124.689994812
244,81.0,1.0,5.0,0.0,2.0,0.0,0.0,125.080001831
245,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.040000916
246,78.0,1.0,5.0,0.0,2.0,0.0,0.0,124.559997559
247,79.0,1.0,5.0,0.0,2.0,0.0,0.0,126.620002747
248,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.400001526
249,79.0,1.0,5.0,0.0,2.0,0.0,0.0,125.399993896
250,80.0,1.0,5.0,0.0,2.0,0.0,0.0,125.080001831
251,89.0,1.0,5.0,0.0,2.0,0.0,0.0,136.629989624
252,95.0,1.0,5.0,0.0,2.0,0.0,0.0,141.849990845
253,89.0,1.0,5.0,1.0,2.0,0.0,0.0,137.449996948
254,87.0,1.0,5.0,0.0,2.0,0.0,0.0,132.949996948
255,86.0,1.0,5.0,0.0,2.0,0.0,0.0,134.570007324
256,87.0,1.0,5.0,1.0,2.0,0.0,0.0,133.690002441
257,84.0,1.0,5.0,0.0,2.0,0.0,0.0,133.309997559
258,85.0,1.0,5.0,1.0,2.0,0.0,0.0,132.820007324
259,85.0,1.0,5.0,1.0,2.0,0.0,0.0,132.820007324
260,83.0,0.0,5.0,0.0,2.0,0.0,0.0,132.490005493
261,84.0,1.0,5.0,0.0,2.0,0.0,0.0,132.330001831
262,84.0,1.0,5.0,0.0,2.0,0.0,0.0,132.259994507
263,85.0,1.0,5.0,0.0,2.0,0.0,0.0,132.699996948
264,87.0,1.0,5.0,1.0,2.0,0.0,0.0,133.529998779
265,85.0,1.0,5.0,0.0,2.0,0.0,0.0,132.190002441
266,82.0,1.0,5.0,0.0,2.0,0.0,0.0,131.740005493
267,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.190002441
268,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.490005493
269,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.919998169
270,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.540008545
271,86.0,1.0,5.0,0.0,2.0,0.0,0.0,132.199996948
272,83.0,1.0,5.0,0.0,2.0,0.0,0.0,132.619995117
273,84.0,1.0,5.0,0.0,2.0,0.0,0.0,134.290008545
274,84.0,1.0,5.0,0.0,2.0,0.0,0.0,132.319992065
275,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.940002441
276,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.940002441
277,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.940002441
278,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.440002441
279,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.040008545
280,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.779998779
281,82.0,1.0,5.0,0.0,2.0,0.0,0.0,131.529998779
282,83.0,1.0,5.0,1.0,2.0,0.0,0.0,131.930007935
283,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.690002441
284,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.309997559
285,83.0,1.0,5.0,1.0,2.0,0.0,0.0,131.619995117
286,84.0,1.0,5.0,0.0,2.0,0.0,0.0,132.190002441
287,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.410003662
288,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.839996338
289,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.540008545
290,84.0,1.0,5.0,1.0,2.0,0.0,0.0,131.350006104
291,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.380004883
292,83.0,1.0,5.0,0.0,2.0,0.0,0.0,134.089996338
293,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.400009155
294,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.400009155
295,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.400009155
296,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.169998169
297,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.0
298,85.0,1.0,5.0,1.0,2.0,0.0,0.0,131.649993896
299,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.180007935
300,85.0,1.0,5.0,0.0,2.0,0.0,0.0,132.61000061
301,84.0,1.0,5.0,1.0,2.0,0.0,0.0,130.88999939
302,86.0,1.0,5.0,1.0,2.0,0.0,0.0,131.419998169
303,83.0,1.0,5.0,1.0,2.0,0.0,0.0,130.600006104
304,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.759994507
305,85.0,1.0,5.0,0.0,2.0,0.0,0.0,130.669998169
306,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.960006714
307,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.850006104
308,86.0,1.0,5.0,1.0,2.0,0.0,0.0,131.460006714
309,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.100006104
310,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.729995728
311,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.649993896
312,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.649993896
313,85.0,1.0,5.0,1.0,2.0,0.0,0.0,130.649993896
314,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.559997559
315,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.529998779
316,82.0,1.0,5.0,0.0,2.0,0.0,0.0,131.259994507
317,84.0,1.0,5.0,1.0,2.0,0.0,0.0,131.470001221
318,91.0,0.0,5.0,0.0,2.0,0.0,0.0,132.229995728
319,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.789993286
320,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.649993896
321,82.0,1.0,5.0,0.0,2.0,0.0,0.0,130.720001221
322,84.0,1.0,5.0,1.0,2.0,0.0,0.0,130.630004883
323,85.0,1.0,5.0,1.0,2.0,0.0,0.0,131.220001221
324,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.449996948
325,85.0,1.0,5.0,1.0,2.0,0.0,0.0,131.600006104
326,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.36000061
327,82.0,1.0,5.0,0.0,2.0,0.0,0.0,130.529998779
328,82.0,1.0,5.0,1.0,2.0,0.0,0.0,130.36000061
329,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.539993286
330,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.539993286
331,84.0,1.0,5.0,0.0,2.0,0.0,0.0,130.880004883
332,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.619995117
333,83.0,1.0,5.0,1.0,2.0,0.0,0.0,130.25
334,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.990005493
335,86.0,1.0,5.0,1.0,2.0,0.0,0.0,131.089996338
336,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.839996338
337,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.260009766
338,83.0,1.0,5.0,1.0,2.0,0.0,0.0,131.449996948
339,84.0,1.0,5.0,1.0,2.0,0.0,0.0,131.260009766
340,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.38999939
341,84.0,1.0,5.0,1.0,2.0,0.0,0.0,131.179992676
342,85.0,1.0,5.0,1.0,2.0,0.0,0.0,131.490005493
343,86.0,1.0,5.0,0.0,2.0,0.0,0.0,131.5
344,84.0,1.0,5.0,1.0,2.0,0.0,0.0,130.960006714
345,84.0,1.0,5.0,1.0,2.0,0.0,0.0,130.989990234
346,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.770004272
347,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.770004272
348,83.0,1.0,5.0,0.0,2.0,0.0,0.0,130.770004272
349,82.0,1.0,5.0,0.0,2.0,0.0,0.0,130.919998169
350,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.569992065
351,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.880004883
352,82.0,1.0,5.0,1.0,2.0,0.0,0.0,131.149993896
353,82.0,1.0,5.0,0.0,2.0,0.0,0.0,132.710006714
354,84.0,1.0,5.0,0.0,2.0,0.0,0.0,132.13999939
355,84.0,1.0,5.0,1.0,2.0,0.0,0.0,131.710006714
356,85.0,0.0,5.0,0.0,2.0,0.0,0.0,131.699996948
357,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.839996338
358,81.0,1.0,5.0,0.0,2.0,0.0,0.0,131.220001221
359,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.240005493
360,85.0,1.0,5.0,0.0,2.0,0.0,0.0,131.869995117
361,89.0,1.0,5.0,0.0,2.0,0.0,0.0,133.38999939
362,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.25
363,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.86000061
364,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.529998779
365,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.529998779
366,84.0,1.0,5.0,0.0,2.0,0.0,0.0,131.529998779
367,83.0,1.0,5.0,1.0,2.0,0.0,0.0,131.75
368,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.11000061
369,82.0,1.0,5.0,1.0,2.0,0.0,0.0,131.38999939
370,83.0,1.0,5.0,0.0,2.0,0.0,0.0,131.25
371,84.0,1.0,5.0,0.0,2.0,0.0,0.0,133.080001831
372,82.0,1.0,5.0,0.0,2.0,0.0,0.0,131.869995117
373,84.0,1.0,5.0,0.0,2.0,0.0,0.0,132.36000061
374,83.0,1.0,5.0,1.0,2.0,0.0,0.0,125.069999695
375,80.0,1.0,5.0,0.0,2.0,0.0,0.0,124.75
376,79.0,1.0,5.0,0.0,2.0,0.0,0.0,124.330001831
377,78.0,1.0,5.0,1.0,2.0,0.0,0.0,124.319999695
378,79.0,1.0,5.0,0.0,2.0,0.0,0.0,124.519996643
379,79.0,1.0,5.0,0.0,2.0,0.0,0.0,124.669998169
380,79.0,1.0,5.0,1.0,2.0,0.0,0.0,124.38999939
381,80.0,1.0,5.0,1.0,2.0,0.0,0.0,124.099998474
382,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.960006714
383,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.960006714
384,79.0,1.0,5.0,0.0,2.0,0.0,0.0,123.960006714
385,80.0,1.0,5.0,0.0,2.0,0.0,0.0,124.490005493
386,77.0,1.0,5.0,0.0,2.0,0.0,0.0,123.930000305
