,CE appliance,dish washer,electric space heater,electric stove,fridge,washer dryer,main
211,0.0,0.0,20.0,2.0,165.0,3.0,525.779968262
212,0.0,0.0,20.0,2.0,165.0,3.0,578.979980469
213,0.0,0.0,20.0,2.0,168.0,2.0,573.459960938
214,0.0,0.0,20.0,2.0,167.0,3.0,573.809997559
215,0.0,0.0,21.0,2.0,168.0,2.0,575.640014648
216,0.0,0.0,20.0,2.0,167.0,3.0,577.58001709
217,0.0,0.0,20.0,2.0,162.0,2.0,577.690002441
218,0.0,0.0,21.0,3.0,166.0,3.0,577.109985352
219,0.0,0.0,21.0,3.0,167.0,2.0,578.289978027
220,0.0,0.0,38.0,3.0,167.0,2.0,575.280029297
221,0.0,0.0,22.0,2.0,159.0,2.0,575.08001709
222,0.0,0.0,20.0,3.0,161.0,2.0,569.929992676
223,0.0,0.0,21.0,3.0,160.0,2.0,582.840026855
224,0.0,0.0,20.0,2.0,160.0,3.0,574.409973145
225,0.0,0.0,20.0,2.0,165.0,2.0,571.760009766
226,0.0,0.0,20.0,2.0,165.0,2.0,571.760009766
227,0.0,0.0,21.0,2.0,158.0,3.0,575.179992676
228,0.0,0.0,21.0,2.0,164.0,3.0,576.130004883
229,0.0,0.0,21.0,2.0,161.0,2.0,573.780029297
230,0.0,0.0,20.0,3.0,159.0,2.0,570.530029297
231,0.0,0.0,20.0,2.0,162.0,3.0,571.659973145
232,0.0,0.0,21.0,2.0,166.0,2.0,572.929992676
233,0.0,0.0,21.0,2.0,155.0,2.0,582.5
234,0.0,0.0,21.0,2.0,155.0,2.0,570.070007324
235,0.0,0.0,20.0,3.0,160.0,2.0,569.950012207
236,0.0,0.0,20.0,3.0,163.0,2.0,567.479980469
237,0.0,0.0,20.0,3.0,154.0,3.0,570.66003418
238,0.0,0.0,21.0,3.0,162.0,3.0,572.880004883
239,0.0,0.0,38.0,3.0,158.0,2.0,574.880004883
240,0.0,0.0,21.0,3.0,160.0,2.0,572.239990234
241,0.0,0.0,20.0,3.0,160.0,2.0,567.890014648
242,0.0,0.0,38.0,3.0,159.0,2.0,567.709960938
243,0.0,0.0,21.0,3.0,154.0,2.0,566.200012207
244,0.0,0.0,21.0,3.0,155.0,2.0,565.270019531
245,0.0,0.0,23.0,2.0,163.0,3.0,568.829956055
246,0.0,0.0,16.0,3.0,171.0,2.0,565.270019531
247,0.0,0.0,19.0,3.0,158.0,2.0,568.200012207
248,0.0,0.0,19.0,3.0,158.0,2.0,568.200012207
249,0.0,0.0,20.0,3.0,152.0,2.0,568.679992676
250,0.0,0.0,19.0,3.0,157.0,3.0,572.119995117
251,0.0,0.0,19.0,3.0,157.0,2.0,569.109985352
252,0.0,0.0,20.0,3.0,159.0,2.0,565.229980469
253,0.0,0.0,20.0,3.0,157.0,2.0,562.359985352
254,0.0,0.0,19.0,2.0,154.0,3.0,566.280029297
255,0.0,0.0,20.0,3.0,161.0,3.0,560.729980469
256,0.0,0.0,20.0,3.0,161.0,3.0,565.349975586
257,0.0,0.0,20.0,3.0,159.0,3.0,569.25
258,0.0,0.0,30.0,3.0,162.0,2.0,567.320007324
259,0.0,0.0,22.0,3.0,155.0,3.0,491.630004883
260,0.0,0.0,20.0,3.0,161.0,2.0,404.730010986
261,0.0,0.0,21.0,3.0,157.0,2.0,401.75
262,0.0,0.0,21.0,3.0,157.0,2.0,405.319976807
263,0.0,0.0,22.0,3.0,161.0,2.0,403.489990234
264,0.0,0.0,21.0,3.0,152.0,2.0,405.730010986
265,0.0,0.0,21.0,2.0,161.0,3.0,409.800018311
266,0.0,0.0,21.0,3.0,158.0,3.0,408.940002441
267,0.0,0.0,27.0,3.0,156.0,2.0,409.529998779
268,0.0,0.0,22.0,3.0,156.0,2.0,409.779998779
269,0.0,0.0,20.0,3.0,152.0,2.0,410.0
270,0.0,0.0,20.0,3.0,152.0,2.0,410.0
271,0.0,0.0,20.0,3.0,152.0,2.0,410.0
272,0.0,0.0,21.0,3.0,159.0,2.0,414.75
273,0.0,0.0,20.0,2.0,152.0,3.0,411.030029297
274,0.0,0.0,20.0,3.0,159.0,2.0,409.640014648
275,0.0,0.0,21.0,3.0,154.0,3.0,406.350006104
276,0.0,0.0,21.0,3.0,158.0,3.0,406.220001221
277,0.0,0.0,20.0,3.0,159.0,3.0,408.959991455
278,0.0,0.0,21.0,2.0,153.0,3.0,405.839996338
279,0.0,0.0,38.0,3.0,155.0,2.0,409.260009766
280,0.0,0.0,21.0,3.0,155.0,3.0,406.380004883
281,0.0,0.0,20.0,3.0,155.0,2.0,410.010009766
282,0.0,0.0,38.0,2.0,158.0,2.0,401.950012207
283,0.0,0.0,38.0,2.0,158.0,2.0,411.369995117
284,0.0,0.0,34.0,3.0,158.0,2.0,409.869995117
285,0.0,0.0,34.0,3.0,153.0,3.0,407.799987793
286,0.0,0.0,21.0,3.0,155.0,2.0,409.339996338
287,0.0,0.0,21.0,2.0,154.0,3.0,407.819976807
288,0.0,0.0,21.0,3.0,157.0,3.0,407.489990234
289,0.0,0.0,21.0,3.0,156.0,3.0,405.720001221
290,0.0,0.0,21.0,3.0,151.0,2.0,399.969970703
291,0.0,0.0,22.0,3.0,159.0,3.0,403.630004883
292,0.0,0.0,21.0,2.0,150.0,2.0,402.779998779
293,0.0,0.0,16.0,2.0,167.0,2.0,400.66998291
294,0.0,0.0,21.0,3.0,156.0,3.0,407.779998779
295,0.0,0.0,21.0,3.0,156.0,3.0,407.779998779
296,0.0,0.0,21.0,2.0,156.0,3.0,406.529998779
297,0.0,0.0,22.0,2.0,152.0,2.0,401.390014648
298,0.0,0.0,22.0,2.0,152.0,2.0,399.279998779
299,0.0,0.0,20.0,3.0,149.0,2.0,400.460021973
300,0.0,0.0,23.0,3.0,157.0,3.0,398.609985352
301,0.0,0.0,22.0,2.0,149.0,3.0,397.83001709
302,0.0,0.0,23.0,3.0,157.0,2.0,396.980010986
303,0.0,0.0,22.0,3.0,157.0,2.0,397.729980469
304,0.0,0.0,21.0,3.0,151.0,2.0,400.809997559
305,0.0,0.0,21.0,2.0,153.0,3.0,402.009979248
306,0.0,0.0,22.0,3.0,156.0,2.0,399.609985352
307,0.0,0.0,20.0,2.0,157.0,2.0,400.039978027
308,0.0,0.0,22.0,3.0,154.0,2.0,395.809997559
309,0.0,0.0,21.0,2.0,156.0,3.0,398.720001221
310,0.0,0.0,37.0,2.0,150.0,2.0,397.290008545
311,0.0,0.0,21.0,3.0,158.0,3.0,400.960021973
312,0.0,0.0,21.0,3.0,149.0,2.0,412.110015869
313,0.0,0.0,37.0,2.0,159.0,3.0,397.339996338
314,0.0,0.0,21.0,3.0,152.0,2.0,398.160003662
315,0.0,0.0,21.0,3.0,152.0,2.0,396.650024414
316,0.0,0.0,21.0,2.0,154.0,3.0,398.010009766
317,0.0,0.0,22.0,2.0,158.0,2.0,397.479980469
318,0.0,0.0,22.0,2.0,158.0,2.0,397.479980469
319,0.0,0.0,21.0,3.0,147.0,2.0,396.979980469
320,0.0,0.0,20.0,3.0,157.0,2.0,395.890014648
321,0.0,0.0,22.0,3.0,148.0,2.0,396.559997559
322,0.0,0.0,21.0,2.0,158.0,2.0,395.089996338
323,0.0,0.0,21.0,3.0,150.0,2.0,400.200012207
324,0.0,0.0,21.0,2.0,149.0,3.0,401.529998779
325,0.0,0.0,21.0,2.0,156.0,2.0,401.339996338
326,0.0,0.0,23.0,3.0,150.0,2.0,400.269989014
327,0.0,0.0,21.0,3.0,153.0,2.0,402.390014648
328,0.0,0.0,21.0,3.0,153.0,2.0,405.269989014
329,0.0,0.0,20.0,3.0,154.0,3.0,404.450012207
330,0.0,0.0,20.0,3.0,154.0,3.0,399.650024414
331,0.0,0.0,21.0,2.0,153.0,2.0,397.950012207
332,0.0,0.0,21.0,3.0,151.0,2.0,398.450012207
333,0.0,0.0,21.0,3.0,157.0,2.0,398.519989014
334,0.0,0.0,22.0,3.0,151.0,2.0,395.209991455
335,0.0,0.0,21.0,2.0,147.0,2.0,395.260009766
336,0.0,0.0,22.0,3.0,154.0,2.0,395.339996338
337,0.0,0.0,20.0,2.0,153.0,2.0,398.270019531
338,0.0,0.0,21.0,3.0,151.0,3.0,400.369995117
339,0.0,0.0,23.0,3.0,154.0,3.0,399.520019531
340,0.0,0.0,23.0,3.0,154.0,3.0,399.520019531
341,0.0,0.0,22.0,3.0,156.0,2.0,395.380004883
342,0.0,0.0,21.0,3.0,150.0,2.0,392.510009766
343,0.0,0.0,22.0,2.0,153.0,3.0,395.910003662
344,0.0,0.0,20.0,3.0,148.0,2.0,394.839996338
345,0.0,0.0,21.0,3.0,155.0,2.0,394.720001221
346,0.0,0.0,31.0,3.0,156.0,2.0,392.170013428
347,0.0,0.0,20.0,2.0,150.0,2.0,394.539978027
348,0.0,0.0,21.0,3.0,152.0,3.0,398.349975586
349,0.0,0.0,37.0,2.0,151.0,3.0,398.230010986
350,0.0,0.0,21.0,2.0,155.0,3.0,396.550018311
351,0.0,0.0,22.0,3.0,147.0,2.0,399.279998779
352,0.0,0.0,22.0,3.0,147.0,2.0,393.859985352
353,0.0,0.0,20.0,3.0,150.0,2.0,395.559997559
354,0.0,0.0,20.0,3.0,152.0,3.0,393.969970703
355,0.0,0.0,21.0,2.0,150.0,3.0,395.940002441
356,0.0,0.0,21.0,2.0,156.0,2.0,394.030029297
357,0.0,0.0,21.0,3.0,154.0,3.0,395.190002441
358,0.0,0.0,20.0,2.0,147.0,3.0,395.020019531
359,0.0,0.0,21.0,3.0,155.0,2.0,393.930023193
360,0.0,0.0,23.0,2.0,150.0,3.0,402.079986572
361,0.0,0.0,21.0,3.0,150.0,2.0,399.369995117
362,0.0,0.0,21.0,3.0,150.0,2.0,399.369995117
363,0.0,0.0,22.0,3.0,153.0,2.0,394.079986572
364,0.0,0.0,22.0,3.0,153.0,2.0,397.020019531
365,0.0,0.0,21.0,3.0,150.0,2.0,396.930023193
366,0.0,0.0,21.0,3.0,153.0,2.0,396.920013428
367,0.0,0.0,20.0,3.0,149.0,2.0,395.739990234
368,0.0,0.0,21.0,3.0,155.0,2.0,396.649993896
369,0.0,0.0,20.0,2.0,155.0,2.0,393.920013428
370,0.0,0.0,20.0,2.0,147.0,3.0,398.059997559
371,0.0,0.0,23.0,3.0,153.0,2.0,397.979980469
372,0.0,0.0,21.0,3.0,149.0,2.0,395.190002441
373,0.0,0.0,21.0,2.0,153.0,3.0,394.029998779
374,0.0,0.0,21.0,3.0,146.0,2.0,392.16998291
375,0.0,0.0,20.0,3.0,147.0,2.0,392.730010986
376,0.0,0.0,21.0,2.0,154.0,2.0,394.510009766
377,0.0,0.0,21.0,3.0,149.0,2.0,393.690002441
378,0.0,0.0,22.0,2.0,151.0,2.0,393.710021973
379,0.0,0.0,23.0,3.0,151.0,2.0,390.880004883
380,0.0,0.0,21.0,2.0,151.0,3.0,392.790008545
381,0.0,0.0,21.0,2.0,148.0,2.0,393.140014648
382,0.0,0.0,21.0,3.0,155.0,2.0,403.649993896
383,0.0,0.0,22.0,3.0,152.0,2.0,393.610015869
384,0.0,0.0,22.0,3.0,152.0,2.0,393.610015869
385,0.0,0.0,21.0,2.0,151.0,3.0,392.299987793
386,0.0,0.0,21.0,2.0,151.0,3.0,395.130004883
387,0.0,0.0,21.0,3.0,152.0,2.0,391.790008545
388,0.0,0.0,23.0,3.0,153.0,2.0,394.979980469
389,0.0,0.0,23.0,2.0,149.0,3.0,395.470001221
390,0.0,0.0,17.0,2.0,160.0,2.0,394.109985352
391,0.0,0.0,21.0,2.0,151.0,2.0,390.0
392,0.0,0.0,21.0,2.0,150.0,3.0,392.549987793
393,0.0,0.0,22.0,2.0,153.0,2.0,391.090026855
394,0.0,0.0,21.0,3.0,144.0,2.0,389.880004883
395,0.0,0.0,21.0,3.0,151.0,3.0,391.079986572
396,0.0,0.0,21.0,3.0,151.0,3.0,392.529998779
397,0.0,0.0,21.0,3.0,150.0,2.0,393.399993896
398,0.0,0.0,21.0,3.0,147.0,2.0,393.119995117
399,0.0,0.0,22.0,3.0,153.0,2.0,390.850006104
400,0.0,0.0,21.0,2.0,148.0,2.0,392.790008545
401,0.0,0.0,21.0,2.0,149.0,2.0,388.510009766
402,0.0,0.0,21.0,2.0,149.0,3.0,394.770019531
403,0.0,0.0,21.0,3.0,153.0,2.0,398.320007324
404,0.0,0.0,23.0,2.0,145.0,2.0,403.369995117
405,0.0,0.0,22.0,3.0,150.0,2.0,390.239990234
406,0.0,0.0,22.0,3.0,150.0,2.0,390.239990234
407,0.0,0.0,20.0,3.0,150.0,2.0,391.910003662
408,0.0,0.0,20.0,3.0,150.0,2.0,391.619995117
409,0.0,0.0,21.0,3.0,145.0,2.0,390.890014648
410,0.0,0.0,22.0,2.0,154.0,2.0,393.660003662
411,0.0,0.0,21.0,3.0,146.0,2.0,392.5
412,0.0,0.0,21.0,3.0,150.0,2.0,392.350006104
413,0.0,0.0,22.0,2.0,151.0,3.0,391.839996338
414,0.0,0.0,22.0,2.0,148.0,2.0,393.309997559
415,0.0,0.0,21.0,3.0,149.0,2.0,394.629974365
416,0.0,0.0,21.0,2.0,149.0,3.0,392.779998779
417,0.0,0.0,21.0,3.0,152.0,2.0,393.450012207
418,0.0,0.0,21.0,2.0,146.0,2.0,391.339996338
419,0.0,0.0,21.0,3.0,148.0,2.0,390.210021973
420,0.0,0.0,22.0,3.0,152.0,2.0,389.029998779
421,0.0,0.0,20.0,3.0,144.0,2.0,387.110015869
422,0.0,0.0,19.0,2.0,154.0,3.0,388.940002441
423,0.0,0.0,20.0,2.0,148.0,2.0,390.470001221
424,0.0,0.0,20.0,3.0,151.0,2.0,387.869995117
425,0.0,0.0,19.0,2.0,150.0,2.0,389.440002441
426,0.0,0.0,19.0,2.0,149.0,3.0,394.5
427,0.0,0.0,19.0,3.0,149.0,3.0,390.0
428,0.0,0.0,19.0,3.0,149.0,3.0,390.0
429,0.0,0.0,18.0,3.0,150.0,2.0,386.130004883
430,0.0,0.0,19.0,2.0,149.0,3.0,387.100006104
431,0.0,0.0,19.0,3.0,150.0,2.0,386.929992676
432,0.0,0.0,18.0,2.0,149.0,3.0,384.859985352
433,0.0,0.0,20.0,3.0,152.0,2.0,384.850006104
434,0.0,0.0,15.0,2.0,153.0,2.0,384.239990234
435,0.0,0.0,19.0,2.0,155.0,2.0,387.989990234
